Time_ms,ax,ay,az,gx,gy,gz
1772976332136.856,-0.1333,0.0049,-0.9742,3.255,-5.338,-1.4
1772976332136.856,-0.1319,0.0054,-0.9711,3.159,-5.425,-1.61
1772976332136.856,-0.1326,0.0039,-0.9734,3.29,-5.241,-1.47
1772976332136.856,-0.1343,0.0021,-0.9754,3.176,-5.189,-1.47
1772976332136.856,-0.1346,0.0059,-0.973,3.089,-5.355,-1.383
1772976332136.856,-0.1335,0.0035,-0.9767,3.167,-5.46,-1.522
1772976332136.856,-0.1348,0.0038,-0.9751,3.281,-5.399,-1.417
1772976332136.856,-0.134,0.0033,-0.9737,3.29,-5.679,-1.4
1772976332136.856,-0.1337,0.0041,-0.9719,3.045,-5.311,-1.391
1772976332136.856,-0.1332,0.0026,-0.9744,3.089,-5.39,-1.549
1772976332136.856,-0.1344,0.0048,-0.9708,3.036,-5.451,-1.794
1772976332136.856,-0.1335,0.0024,-0.9737,3.054,-5.6,-1.715
1772976332136.856,-0.1332,0.0037,-0.9736,3.089,-5.635,-1.627
1772976332152.0667,-0.1332,0.0037,-0.9723,3.01,-5.539,-1.566
1772976332152.0667,-0.133,0.0037,-0.9766,3.045,-5.451,-1.452
1772976332152.0667,-0.1338,0.0054,-0.9737,2.879,-5.346,-1.435
1772976332152.0667,-0.1327,0.0038,-0.9729,2.966,-5.749,-1.54
1772976332152.0667,-0.137,0.0029,-0.9729,3.062,-5.819,-1.689
1772976332152.0667,-0.1332,0.0023,-0.9722,2.914,-5.442,-1.496
1772976332152.0667,-0.135,0.0018,-0.9727,3.036,-5.451,-1.251
1772976332152.0667,-0.1327,0.0039,-0.973,2.984,-5.775,-1.558
1772976332152.0667,-0.1354,0.0029,-0.9719,2.922,-5.434,-1.645
1772976332152.0667,-0.1348,0.0016,-0.9726,3.071,-5.478,-1.435
1772976332152.0667,-0.1343,0.0032,-0.9729,2.844,-5.486,-1.339
1772976332152.0667,-0.1348,0.0008,-0.972,2.765,-5.635,-1.488
1772976332167.0708,-0.1359,0.0013,-0.9704,2.669,-5.495,-1.173
1772976332167.0708,-0.1357,0.0024,-0.9709,2.712,-5.652,-1.4
1772976332167.0708,-0.1331,0.0041,-0.972,2.817,-5.486,-1.444
1772976332167.0708,-0.1352,0.0041,-0.9708,2.87,-5.39,-1.566
1772976332167.0708,-0.1334,0.0048,-0.9713,2.984,-5.495,-1.488
1772976332167.0708,-0.1331,0.0013,-0.9704,3.106,-5.644,-1.566
1772976332167.0708,-0.1335,0.0038,-0.9719,2.949,-5.74,-1.479
1772976332167.0708,-0.1352,0.0032,-0.9716,2.896,-5.556,-1.645
1772976332167.0708,-0.1355,0.0028,-0.9697,2.765,-5.268,-1.365
1772976332167.0708,-0.1357,0.0021,-0.9709,2.756,-5.364,-1.461
1772976332167.0708,-0.1327,0.0024,-0.97,2.879,-5.303,-1.505
1772976332167.0708,-0.1335,0.0022,-0.9708,3.01,-5.224,-1.636
1772976332182.7354,-0.1338,0.0024,-0.9696,2.931,-5.215,-1.522
1772976332182.7354,-0.1341,0.0046,-0.9698,3.019,-5.189,-1.461
1772976332182.7354,-0.1348,0.0023,-0.9691,3.071,-5.162,-1.505
1772976332182.7354,-0.1333,0.0017,-0.97,3.01,-4.909,-1.461
1772976332182.7354,-0.1349,0.0015,-0.9729,2.853,-5.136,-1.654
1772976332182.7354,-0.1357,0.0035,-0.9724,3.001,-5.058,-1.374
1772976332182.7354,-0.132,0.0019,-0.9717,2.958,-4.918,-1.584
1772976332182.7354,-0.1333,0.0017,-0.9697,2.888,-5.171,-1.339
1772976332182.7354,-0.1328,-0.0003,-0.9716,2.94,-4.83,-1.417
1772976332182.7354,-0.1337,0.0012,-0.9717,2.958,-4.926,-1.269
1772976332182.7354,-0.1336,-0.0004,-0.9717,3.036,-5.066,-1.356
1772976332182.7354,-0.134,0.0024,-0.9686,2.888,-5.04,-1.216
1772976332182.7354,-0.1316,0.0013,-0.9683,3.019,-5.022,-1.715
1772976332197.9246,-0.1329,-0.0004,-0.9715,2.914,-4.567,-1.409
1772976332197.9246,-0.133,0.0001,-0.971,3.115,-4.777,-1.383
1772976332197.9246,-0.1321,0.0009,-0.9741,3.019,-5.005,-1.514
1772976332197.9246,-0.1347,0.0026,-0.9745,2.966,-4.839,-1.732
1772976332197.9246,-0.1326,0.002,-0.9721,3.027,-4.769,-1.4
1772976332197.9246,-0.1327,-0.0001,-0.9715,2.993,-4.699,-1.208
1772976332197.9246,-0.1329,0.0007,-0.9715,3.229,-4.883,-1.452
1772976332197.9246,-0.1327,0.001,-0.9728,3.413,-4.996,-1.391
1772976332197.9246,-0.1346,0.0012,-0.9733,2.896,-4.926,-1.33
1772976332197.9246,-0.131,-0.0011,-0.9706,2.94,-4.909,-1.339
1772976332197.9246,-0.1319,0.0028,-0.9723,3.098,-4.804,-1.417
1772976332197.9246,-0.1327,0.001,-0.9714,2.993,-4.497,-1.33
1772976332197.9246,-0.1353,0.0014,-0.974,2.922,-4.848,-1.286
1772976332213.6484,-0.1333,0.0011,-0.9742,3.001,-5.154,-1.461
1772976332213.6484,-0.1309,-0.0007,-0.9726,3.159,-5.136,-1.286
1772976332213.6484,-0.1341,0.0015,-0.9724,2.861,-4.926,-1.304
1772976332213.6484,-0.1338,-0.0003,-0.9728,3.062,-4.944,-1.225
1772976332213.6484,-0.1327,0.0009,-0.9744,2.783,-5.084,-1.452
1772976332213.6484,-0.1338,-0.0002,-0.9709,2.634,-4.699,-1.461
1772976332213.6484,-0.1339,0.0016,-0.9714,2.958,-4.734,-1.488
1772976332213.6484,-0.1329,0.001,-0.9723,2.686,-4.769,-1.47
1772976332213.6484,-0.1338,0.0011,-0.9717,2.712,-5.084,-1.54
1772976332213.6484,-0.1343,0.003,-0.9719,2.783,-4.979,-1.549
1772976332213.6484,-0.1333,0.001,-0.9708,2.748,-4.944,-1.444
1772976332213.6484,-0.1352,0.002,-0.9737,2.966,-5.171,-1.514
1772976332229.3984,-0.1352,0.0009,-0.9728,2.607,-4.777,-1.356
1772976332229.3984,-0.1347,-0.0007,-0.9739,2.634,-4.69,-1.444
1772976332229.3984,-0.1321,0.0043,-0.9722,2.555,-4.681,-1.522
1772976332229.3984,-0.1323,-0.0007,-0.9758,2.52,-4.76,-1.417
