Time_ms,ax,ay,az
1772930396635.722,-0.0138,-0.6739,-0.7106
1772930396635.722,-0.011,-0.6786,-0.7132
1772930396635.722,-0.0115,-0.6788,-0.7161
1772930396635.722,-0.0072,-0.6781,-0.718
1772930396635.722,0.0001,-0.683,-0.7203
1772930396651.1362,0.0154,-0.6842,-0.7191
1772930396651.1362,0.0065,-0.6828,-0.7174
1772930396651.1362,0.0093,-0.6817,-0.715
1772930396651.1362,0.0154,-0.6791,-0.7122
1772930396651.1362,0.0171,-0.6796,-0.7079
1772930396666.5762,0.0204,-0.6784,-0.709
1772930396666.5762,0.0221,-0.6749,-0.7056
1772930396666.5762,0.0204,-0.6765,-0.7036
1772930396666.5762,0.0226,-0.6811,-0.695
1772930396666.5762,0.0265,-0.687,-0.6856
1772930396666.5762,0.0284,-0.6909,-0.6826
1772930396666.5762,0.0311,-0.7004,-0.6812
1772930396666.5762,0.0319,-0.7041,-0.6778
1772930396682.2183,0.0298,-0.7041,-0.6757
1772930396682.2183,0.0276,-0.704,-0.6774
1772930396682.2183,0.0224,-0.7059,-0.6782
1772930396682.2183,0.0181,-0.7081,-0.6771
1772930396682.2183,0.0162,-0.7088,-0.6761
1772930396682.2183,0.0142,-0.7077,-0.6775
1772930396682.2183,0.0093,-0.705,-0.6867
1772930396682.2183,0.0073,-0.7041,-0.6879
1772930396698.1199,0.0034,-0.7025,-0.6952
1772930396698.1199,0.0018,-0.6999,-0.697
1772930396698.1199,-0.0026,-0.6958,-0.702
1772930396698.1199,-0.0024,-0.6932,-0.7063
1772930396698.1199,-0.003,-0.6919,-0.71
1772930396698.1199,-0.0043,-0.6949,-0.7114
1772930396698.1199,-0.0038,-0.6967,-0.7123
1772930396698.1199,-0.0036,-0.6987,-0.7162
1772930396713.224,-0.0009,-0.6999,-0.7159
1772930396713.224,-0.0012,-0.6998,-0.7182
1772930396713.224,0.0011,-0.6999,-0.7208
1772930396713.224,0.0023,-0.6998,-0.7229
1772930396713.224,0.0053,-0.6961,-0.7192
1772930396713.224,0.004,-0.6975,-0.7221
1772930396713.224,0.0059,-0.6987,-0.7174
1772930396713.224,0.0065,-0.6945,-0.7133
1772930396728.6033,0.0121,-0.6904,-0.7099
1772930396728.6033,0.0117,-0.6914,-0.7104
1772930396728.6033,0.0166,-0.6856,-0.7039
1772930396728.6033,0.0198,-0.6889,-0.6992
1772930396728.6033,0.0217,-0.6853,-0.6989
1772930396744.0483,0.0271,-0.69,-0.6956
1772930396744.0483,0.0256,-0.6878,-0.6973
1772930396744.0483,0.0262,-0.6844,-0.6937
1772930396744.0483,0.0246,-0.6878,-0.6927
1772930396744.0483,0.0245,-0.6888,-0.6895
1772930396744.0483,0.0206,-0.6895,-0.6966
1772930396744.0483,0.0171,-0.6956,-0.6984
1772930396744.0483,0.0101,-0.6931,-0.7009
1772930396759.6062,0.0077,-0.6942,-0.7001
1772930396759.6062,0.0032,-0.6959,-0.6959
1772930396759.6062,0.0001,-0.6944,-0.6989
1772930396759.6062,-0.0037,-0.6945,-0.6955
1772930396759.6062,-0.0018,-0.6902,-0.6965
1772930396759.6062,-0.0012,-0.6873,-0.6906
1772930396759.6062,0.0076,-0.6854,-0.6872
1772930396759.6062,0.0132,-0.6809,-0.6866
1772930396775.0117,0.0148,-0.682,-0.6827
1772930396775.0117,0.0176,-0.684,-0.6797
1772930396775.0117,0.0242,-0.6834,-0.6766
1772930396775.0117,0.0262,-0.6848,-0.678
1772930396775.0117,0.0254,-0.688,-0.6759
1772930396775.0117,0.0284,-0.6911,-0.6759
1772930396775.0117,0.0239,-0.6906,-0.676
1772930396775.0117,0.0254,-0.6948,-0.6765
1772930396790.0254,0.0203,-0.693,-0.6802
1772930396790.0254,0.0179,-0.6927,-0.6845
1772930396790.0254,0.0149,-0.692,-0.6852
1772930396790.0254,0.0074,-0.6917,-0.6917
1772930396790.0254,0.0063,-0.6891,-0.6941
1772930396806.115,0.0035,-0.6891,-0.695
1772930396806.115,0.0029,-0.6817,-0.6974
1772930396806.115,0.0044,-0.6805,-0.7002
1772930396806.115,0.003,-0.6777,-0.6969
1772930396806.115,0.0056,-0.6786,-0.6975
1772930396806.115,0.006,-0.677,-0.6964
1772930396806.115,0.0053,-0.674,-0.6933
1772930396806.115,0.0069,-0.6717,-0.6937
1772930396821.6238,0.0101,-0.6736,-0.6941
1772930396821.6238,0.0109,-0.6749,-0.6921
1772930396821.6238,0.0122,-0.6751,-0.6895
1772930396821.6238,0.0144,-0.6759,-0.687
1772930396821.6238,0.0137,-0.6745,-0.688
1772930396821.6238,0.0119,-0.6755,-0.6874
1772930396821.6238,0.0134,-0.6764,-0.6871
1772930396821.6238,0.0134,-0.6777,-0.6892
1772930396838.103,0.0123,-0.678,-0.6903
1772930396838.103,0.015,-0.6794,-0.6867
1772930396838.103,0.0156,-0.6819,-0.6875
1772930396838.103,0.0165,-0.6831,-0.6876
1772930396838.103,0.016,-0.6858,-0.6876
1772930396838.103,0.0134,-0.6884,-0.6877
1772930396838.103,0.016,-0.6873,-0.6893
1772930396838.103,0.0133,-0.69,-0.6874
1772930396853.7366,0.0115,-0.6906,-0.6904
1772930396853.7366,0.0116,-0.6905,-0.6878
1772930396853.7366,0.0106,-0.6915,-0.6876
1772930396853.7366,0.0094,-0.6918,-0.6905
1772930396853.7366,0.0071,-0.6927,-0.6912
1772930396853.7366,0.0065,-0.6914,-0.6959
1772930396853.7366,0.0088,-0.6921,-0.6939
1772930396853.7366,0.0067,-0.6886,-0.6958
1772930396869.0981,0.0091,-0.6872,-0.6952
1772930396869.0981,0.0083,-0.6877,-0.6954
1772930396869.0981,0.011,-0.6853,-0.6986
1772930396869.0981,0.0131,-0.6856,-0.6997
1772930396869.0981,0.0148,-0.6863,-0.7011
1772930396869.0981,0.0167,-0.6863,-0.7019
1772930396869.0981,0.0149,-0.6858,-0.7013
1772930396869.0981,0.0191,-0.6909,-0.7051
1772930396884.7517,0.0167,-0.6893,-0.7037
1772930396884.7517,0.0184,-0.6924,-0.7066
1772930396884.7517,0.0207,-0.6908,-0.7092
1772930396884.7517,0.0181,-0.6881,-0.7147
1772930396884.7517,0.0196,-0.6894,-0.7169
1772930396884.7517,0.0148,-0.6883,-0.7187
1772930396901.013,0.0126,-0.6905,-0.7152
1772930396901.013,0.0129,-0.6905,-0.713
1772930396901.013,0.0137,-0.6916,-0.7114
1772930396901.013,0.0157,-0.6945,-0.7107
1772930396901.013,0.0197,-0.6939,-0.7074
1772930396901.013,0.021,-0.6958,-0.7045
1772930396901.013,0.0215,-0.6963,-0.701
1772930396901.013,0.0237,-0.6972,-0.6968
1772930396916.721,0.0214,-0.697,-0.6956
1772930396916.721,0.0215,-0.6982,-0.6956
1772930396916.721,0.0204,-0.6966,-0.6948
1772930396916.721,0.0206,-0.6974,-0.6948
1772930396916.721,0.0171,-0.6964,-0.6936
1772930396916.721,0.0167,-0.6953,-0.6926
1772930396916.721,0.0149,-0.6927,-0.6945
1772930396916.721,0.0123,-0.6939,-0.6942
1772930396932.83,0.0053,-0.6943,-0.696
1772930396932.83,0.0043,-0.6945,-0.6957
1772930396932.83,0.0059,-0.6958,-0.6967
1772930396932.83,0.0048,-0.6977,-0.6995
1772930396932.83,0.0043,-0.6944,-0.6982
1772930396932.83,0.0035,-0.6939,-0.7016
1772930396932.83,0.0006,-0.6927,-0.7019
1772930396932.83,-0.0001,-0.6933,-0.7053
1772930396948.0283,0.0018,-0.6936,-0.7047
1772930396948.0283,-0.0018,-0.6932,-0.7093
1772930396948.0283,-0.0007,-0.6943,-0.7056
1772930396948.0283,-0.0029,-0.6932,-0.7092
1772930396948.0283,-0.0001,-0.6945,-0.7085
1772930396948.0283,-0.0005,-0.6949,-0.7054
1772930396948.0283,0.0021,-0.6923,-0.7058
1772930396963.6458,0.0076,-0.6963,-0.7058
1772930396963.6458,0.0065,-0.6949,-0.7036
1772930396963.6458,0.0123,-0.6934,-0.7024
1772930396963.6458,0.0146,-0.692,-0.7
1772930396963.6458,0.014,-0.6914,-0.6992
1772930396963.6458,0.0167,-0.6889,-0.6987
1772930396963.6458,0.0173,-0.6898,-0.7
1772930396963.6458,0.0174,-0.6891,-0.6987
1772930396979.6033,0.0204,-0.6892,-0.7006
1772930396979.6033,0.0224,-0.6884,-0.6967
1772930396979.6033,0.0231,-0.7019,-0.697
1772930396979.6033,0.0237,-0.6884,-0.696
1772930396979.6033,0.0246,-0.6871,-0.6968
1772930396979.6033,0.0232,-0.6883,-0.6971
1772930396979.6033,0.0235,-0.6886,-0.6967
1772930396979.6033,0.0227,-0.6888,-0.697
1772930396995.7136,0.0226,-0.6916,-0.6999
1772930396995.7136,0.0198,-0.693,-0.6999
1772930396995.7136,0.0191,-0.6902,-0.7005
1772930396995.7136,0.0203,-0.6907,-0.7
1772930396995.7136,0.0186,-0.6902,-0.6969
1772930396995.7136,0.0201,-0.6922,-0.7028
1772930397011.0332,0.0207,-0.6897,-0.698
1772930397011.0332,0.0179,-0.6904,-0.7013
1772930397011.0332,0.0195,-0.6893,-0.6959
1772930397011.0332,0.0177,-0.6895,-0.6969
1772930397011.0332,0.0224,-0.6878,-0.6955
1772930397011.0332,0.0199,-0.6859,-0.695
1772930397011.0332,0.0162,-0.6859,-0.6953
1772930397011.0332,0.019,-0.6848,-0.6944
1772930397026.3784,0.0204,-0.6859,-0.6927
1772930397026.3784,0.0204,-0.6835,-0.6928
1772930397026.3784,0.0195,-0.6845,-0.6936
1772930397026.3784,0.021,-0.6834,-0.6943
1772930397026.3784,0.0218,-0.6825,-0.6953
1772930397026.3784,0.022,-0.682,-0.6948
1772930397026.3784,0.0231,-0.6832,-0.6952
1772930397026.3784,0.0234,-0.6833,-0.6937
1772930397041.5327,0.0255,-0.6834,-0.6936
1772930397041.5327,0.0251,-0.683,-0.6958
1772930397041.5327,0.0225,-0.6864,-0.6972
1772930397041.5327,0.0243,-0.6879,-0.6962
1772930397041.5327,0.0237,-0.6901,-0.7005
1772930397041.5327,0.0243,-0.6886,-0.6974
1772930397041.5327,0.0231,-0.6917,-0.6971
1772930397041.5327,0.0229,-0.6924,-0.6977
1772930397057.1724,0.023,-0.6908,-0.6967
1772930397057.1724,0.0229,-0.691,-0.6978
1772930397057.1724,0.0207,-0.6909,-0.6991
1772930397057.1724,0.0226,-0.6906,-0.6978
1772930397057.1724,0.0213,-0.6898,-0.7003
1772930397057.1724,0.0217,-0.6896,-0.6997
1772930397057.1724,0.0201,-0.6904,-0.7008
1772930397057.1724,0.0213,-0.6919,-0.702
1772930397073.1355,0.0217,-0.6903,-0.7003
1772930397073.1355,0.0198,-0.6925,-0.7
1772930397073.1355,0.0196,-0.6904,-0.7019
1772930397073.1355,0.0182,-0.6895,-0.6998
1772930397073.1355,0.0193,-0.6864,-0.6995
1772930397088.708,0.0181,-0.6846,-0.7
1772930397088.708,0.014,-0.6847,-0.701
1772930397088.708,0.0139,-0.685,-0.7007
1772930397088.708,0.0149,-0.6847,-0.7
1772930397088.708,0.0135,-0.6861,-0.7021
1772930397088.708,0.0123,-0.6856,-0.7025
1772930397088.708,0.012,-0.6854,-0.7042
1772930397088.708,0.0125,-0.687,-0.7027
1772930397104.7488,0.0126,-0.6879,-0.7063
1772930397104.7488,0.0105,-0.6865,-0.7052
1772930397104.7488,0.0101,-0.6883,-0.706
1772930397104.7488,0.0107,-0.6892,-0.7037
1772930397104.7488,0.0094,-0.6895,-0.704
1772930397104.7488,0.0093,-0.6904,-0.7055
1772930397104.7488,0.0095,-0.6922,-0.7072
1772930397104.7488,0.0092,-0.6927,-0.7048
1772930397119.9604,0.0098,-0.6938,-0.7029
1772930397119.9604,0.0074,-0.6949,-0.7054
1772930397119.9604,0.0099,-0.6936,-0.7036
1772930397119.9604,0.0092,-0.696,-0.7023
1772930397119.9604,0.0115,-0.6922,-0.7017
1772930397119.9604,0.0095,-0.6937,-0.7015
1772930397119.9604,0.0095,-0.6939,-0.7008
1772930397119.9604,0.0101,-0.6913,-0.7028
1772930397135.0315,0.0106,-0.6907,-0.7001
1772930397135.0315,0.0115,-0.6908,-0.7003
1772930397135.0315,0.0099,-0.6897,-0.7003
1772930397135.0315,0.0107,-0.6893,-0.6983
1772930397135.0315,0.0117,-0.6889,-0.6979
1772930397135.0315,0.0101,-0.6898,-0.6956
1772930397135.0315,0.0096,-0.6894,-0.694
1772930397135.0315,0.012,-0.6881,-0.6953
1772930397151.0085,0.0131,-0.6921,-0.6933
1772930397151.0085,0.0121,-0.6925,-0.6941
1772930397151.0085,0.0125,-0.6899,-0.6903
1772930397151.0085,0.011,-0.6906,-0.6925
1772930397151.0085,0.0105,-0.6911,-0.6939
1772930397166.5798,0.0104,-0.6881,-0.6912
1772930397166.5798,0.01,-0.6891,-0.6921
1772930397166.5798,0.0093,-0.6914,-0.6914
1772930397166.5798,0.0097,-0.692,-0.6913
1772930397166.5798,0.0093,-0.6952,-0.6902
1772930397166.5798,0.0081,-0.6953,-0.6913
1772930397166.5798,0.0061,-0.6947,-0.6895
1772930397166.5798,0.0074,-0.6974,-0.6896
1772930397181.469,0.0076,-0.6972,-0.6874
1772930397181.469,0.0045,-0.7002,-0.6886
1772930397181.469,0.0054,-0.6972,-0.6891
1772930397181.469,0.0054,-0.6983,-0.6883
1772930397181.469,0.0048,-0.695,-0.6873
1772930397181.469,0.0034,-0.698,-0.688
1772930397181.469,0.0046,-0.6969,-0.6861
1772930397181.469,0.0047,-0.6956,-0.6888
1772930397197.0857,0.0073,-0.6942,-0.6875
1772930397197.0857,0.0079,-0.6945,-0.6878
1772930397197.0857,0.0075,-0.6928,-0.6877
1772930397197.0857,0.0092,-0.6905,-0.6894
1772930397197.0857,0.0084,-0.6923,-0.6894
1772930397197.0857,0.0103,-0.6944,-0.689
1772930397197.0857,0.0113,-0.6933,-0.6896
1772930397197.0857,0.0165,-0.6939,-0.6881
1772930397212.1697,0.0154,-0.6938,-0.6907
1772930397212.1697,0.0182,-0.6947,-0.6878
1772930397212.1697,0.02,-0.6932,-0.6881
1772930397212.1697,0.021,-0.693,-0.689
1772930397212.1697,0.0229,-0.6925,-0.687
1772930397212.1697,0.0237,-0.6958,-0.6837
1772930397227.9646,0.0243,-0.6931,-0.6876
1772930397227.9646,0.0252,-0.6931,-0.6886
1772930397227.9646,0.0246,-0.6942,-0.6887
1772930397227.9646,0.0218,-0.6925,-0.6874
1772930397227.9646,0.0207,-0.6935,-0.6854
1772930397227.9646,0.0195,-0.6932,-0.6882
1772930397227.9646,0.022,-0.692,-0.6913
1772930397227.9646,0.0186,-0.6921,-0.6903
1772930397243.067,0.0212,-0.6904,-0.6877
1772930397243.067,0.0209,-0.6895,-0.6892
1772930397243.067,0.019,-0.6888,-0.69
1772930397243.067,0.0174,-0.6911,-0.6877
1772930397243.067,0.0201,-0.6895,-0.6893
1772930397243.067,0.0213,-0.69,-0.6906
1772930397243.067,0.0203,-0.69,-0.6908
1772930397243.067,0.0185,-0.6913,-0.6915
1772930397258.6204,0.0172,-0.688,-0.6916
1772930397258.6204,0.0148,-0.6895,-0.6922
1772930397258.6204,0.0154,-0.6902,-0.6931
1772930397258.6204,0.0127,-0.6892,-0.6936
1772930397258.6204,0.0113,-0.6883,-0.6932
1772930397258.6204,0.0069,-0.6883,-0.6929
1772930397258.6204,0.0057,-0.6884,-0.6967
1772930397258.6204,0.0029,-0.6869,-0.6962
1772930397273.8777,0.0037,-0.6866,-0.6958
1772930397273.8777,0.0023,-0.6886,-0.6925
1772930397273.8777,0.0,-0.6894,-0.6917
1772930397273.8777,-0.0013,-0.6869,-0.6937
1772930397273.8777,-0.0006,-0.6895,-0.6886
1772930397273.8777,0.0,-0.6915,-0.6895
1772930397273.8777,-0.0013,-0.6892,-0.6913
1772930397273.8777,-0.0026,-0.6914,-0.6905
1772930397289.4243,-0.0015,-0.6905,-0.6878
1772930397289.4243,-0.0008,-0.6926,-0.6915
1772930397289.4243,-0.0051,-0.6916,-0.6912
1772930397289.4243,-0.0054,-0.6906,-0.6913
1772930397289.4243,-0.0049,-0.691,-0.6943
1772930397304.368,-0.005,-0.6925,-0.6907
1772930397304.368,-0.0062,-0.6924,-0.6921
1772930397304.368,-0.0038,-0.6924,-0.6951
1772930397304.368,-0.003,-0.6924,-0.6938
1772930397304.368,-0.0024,-0.6923,-0.6925
1772930397304.368,-0.0015,-0.6945,-0.6932
1772930397304.368,-0.0004,-0.6923,-0.6943
1772930397320.2158,-0.0029,-0.6924,-0.6934
1772930397320.2158,0.0008,-0.693,-0.695
1772930397320.2158,-0.0003,-0.6913,-0.6944
1772930397320.2158,0.0045,-0.6904,-0.696
1772930397320.2158,0.0018,-0.6895,-0.6963
1772930397320.2158,0.0054,-0.6906,-0.6995
1772930397320.2158,0.0099,-0.6908,-0.696
1772930397320.2158,0.012,-0.6896,-0.6958
1772930397335.8826,0.0138,-0.6909,-0.6943
1772930397335.8826,0.0126,-0.6894,-0.6961
1772930397335.8826,0.0181,-0.6896,-0.6965
1772930397335.8826,0.0166,-0.6861,-0.6959
1772930397335.8826,0.0212,-0.6844,-0.6958
1772930397335.8826,0.0194,-0.6855,-0.6927
1772930397335.8826,0.0242,-0.6854,-0.6936
1772930397335.8826,0.0242,-0.6837,-0.6918
1772930397350.946,0.0274,-0.6814,-0.6958
1772930397350.946,0.0294,-0.6826,-0.6938
1772930397350.946,0.0298,-0.68,-0.6945
1772930397350.946,0.0292,-0.682,-0.6951
1772930397350.946,0.0275,-0.678,-0.6989
1772930397350.946,0.0259,-0.6792,-0.7006
1772930397366.3667,0.0284,-0.6802,-0.6985
1772930397366.3667,0.0276,-0.6802,-0.7019
1772930397366.3667,0.0254,-0.6808,-0.698
1772930397366.3667,0.0237,-0.6829,-0.7016
1772930397366.3667,0.0245,-0.6855,-0.6998
1772930397366.3667,0.024,-0.6866,-0.7036
1772930397366.3667,0.0235,-0.6837,-0.7026
1772930397366.3667,0.0203,-0.6849,-0.6995
1772930397382.4656,0.0186,-0.689,-0.7042
1772930397382.4656,0.0196,-0.6856,-0.703
1772930397382.4656,0.0218,-0.685,-0.7042
1772930397382.4656,0.0155,-0.6872,-0.7037
1772930397382.4656,0.0161,-0.6853,-0.7052
1772930397382.4656,0.0174,-0.6841,-0.7019
1772930397382.4656,0.0159,-0.6876,-0.7036
1772930397382.4656,0.0139,-0.6859,-0.7026
1772930397398.0596,0.013,-0.6876,-0.7031
1772930397398.0596,0.0132,-0.6889,-0.6998
1772930397398.0596,0.014,-0.6904,-0.7003
1772930397398.0596,0.0107,-0.69,-0.6985
1772930397398.0596,0.011,-0.6916,-0.6972
1772930397398.0596,0.0137,-0.6895,-0.6982
1772930397398.0596,0.0151,-0.691,-0.6977
1772930397398.0596,0.0139,-0.6873,-0.6986
1772930397413.2268,0.0125,-0.6886,-0.7
1772930397413.2268,0.013,-0.6881,-0.6988
1772930397413.2268,0.0148,-0.6881,-0.6977
1772930397413.2268,0.0138,-0.6905,-0.6978
1772930397413.2268,0.0154,-0.6898,-0.6977
1772930397413.2268,0.0163,-0.6918,-0.6983
1772930397413.2268,0.0138,-0.6908,-0.701
1772930397413.2268,0.0151,-0.6923,-0.697
1772930397429.2932,0.0157,-0.692,-0.7005
1772930397429.2932,0.0138,-0.6917,-0.6995
1772930397429.2932,0.0137,-0.692,-0.7006
1772930397429.2932,0.0128,-0.6936,-0.6985
1772930397429.2932,0.0132,-0.6955,-0.6989
1772930397444.9702,0.0143,-0.6965,-0.6969
1772930397444.9702,0.0158,-0.6984,-0.6933
1772930397444.9702,0.0159,-0.6962,-0.6925
1772930397444.9702,0.0189,-0.697,-0.6921
1772930397444.9702,0.0204,-0.6971,-0.6915
1772930397444.9702,0.0183,-0.6975,-0.6879
1772930397444.9702,0.0195,-0.6954,-0.6919
1772930397444.9702,0.0208,-0.6955,-0.6891
1772930397460.2527,0.0206,-0.6955,-0.691
1772930397460.2527,0.0189,-0.694,-0.6903
1772930397460.2527,0.0171,-0.6939,-0.6891
1772930397460.2527,0.0177,-0.6936,-0.6913
1772930397460.2527,0.0178,-0.6941,-0.6925
1772930397460.2527,0.0167,-0.6947,-0.6928
1772930397460.2527,0.0176,-0.6925,-0.693
1772930397460.2527,0.0139,-0.6897,-0.6898
1772930397475.8135,0.0126,-0.6892,-0.6925
1772930397475.8135,0.0113,-0.6892,-0.6937
1772930397475.8135,0.012,-0.6873,-0.6917
1772930397475.8135,0.0084,-0.6872,-0.6945
1772930397475.8135,0.0092,-0.6858,-0.6925
1772930397475.8135,0.0076,-0.6829,-0.6931
1772930397475.8135,0.0101,-0.6836,-0.6934
1772930397475.8135,0.0081,-0.6845,-0.6924
1772930397491.3164,0.0082,-0.6833,-0.6931
1772930397491.3164,0.0076,-0.6824,-0.6941
1772930397491.3164,0.0065,-0.6819,-0.6928
1772930397491.3164,0.0087,-0.6839,-0.6931
1772930397491.3164,0.0076,-0.6798,-0.6964
1772930397491.3164,0.0049,-0.6814,-0.6974
1772930397491.3164,0.0052,-0.6842,-0.6964
1772930397491.3164,0.006,-0.6809,-0.6988
1772930397506.7598,0.0096,-0.6823,-0.6944
1772930397506.7598,0.0068,-0.6827,-0.6955
1772930397506.7598,0.0109,-0.6819,-0.696
1772930397506.7598,0.0143,-0.6832,-0.6974
1772930397506.7598,0.014,-0.6845,-0.6944
1772930397523.247,0.016,-0.684,-0.6929
1772930397523.247,0.0184,-0.6882,-0.6936
1772930397523.247,0.0198,-0.6862,-0.6928
1772930397523.247,0.023,-0.6925,-0.688
1772930397523.247,0.0158,-0.6971,-0.6839
1772930397523.247,0.0189,-0.6979,-0.6816
1772930397523.247,0.0285,-0.7058,-0.6822
1772930397523.247,0.0298,-0.7119,-0.6719
1772930397539.5354,0.0335,-0.7128,-0.6701
1772930397539.5354,0.0298,-0.7128,-0.6701
1772930397539.5354,0.0274,-0.7052,-0.6719
1772930397539.5354,0.0231,-0.6985,-0.6739
1772930397539.5354,0.0182,-0.6975,-0.6767
1772930397539.5354,0.0132,-0.695,-0.6783
1772930397539.5354,0.0102,-0.693,-0.682
1772930397539.5354,0.009,-0.6917,-0.6831
1772930397554.5088,0.0082,-0.6867,-0.6918
1772930397554.5088,0.0027,-0.6866,-0.6971
1772930397554.5088,0.0001,-0.6839,-0.7016
1772930397554.5088,-0.0002,-0.6825,-0.7081
1772930397554.5088,-0.0028,-0.6823,-0.7099
1772930397554.5088,-0.0037,-0.6837,-0.7147
1772930397554.5088,0.0007,-0.6848,-0.7169
1772930397554.5088,0.0067,-0.6879,-0.718
1772930397569.9722,0.0121,-0.6901,-0.7173
1772930397569.9722,0.0138,-0.6886,-0.7139
1772930397569.9722,0.0191,-0.688,-0.7141
1772930397569.9722,0.0245,-0.6892,-0.7099
1772930397569.9722,0.0267,-0.6858,-0.7067
1772930397569.9722,0.0281,-0.6837,-0.7048
1772930397569.9722,0.0303,-0.6836,-0.7085
1772930397569.9722,0.0289,-0.6827,-0.7014
1772930397585.7104,0.0288,-0.6842,-0.701
1772930397585.7104,0.0303,-0.6933,-0.6954
1772930397585.7104,0.0322,-0.6977,-0.6874
1772930397585.7104,0.0337,-0.7043,-0.6885
1772930397585.7104,0.0354,-0.7076,-0.6835
1772930397585.7104,0.0362,-0.7079,-0.6833
1772930397585.7104,0.0369,-0.7113,-0.6814
1772930397585.7104,0.0336,-0.7074,-0.6777
1772930397601.2642,0.0287,-0.7065,-0.6748
1772930397601.2642,0.0288,-0.7068,-0.6748
1772930397601.2642,0.0244,-0.7089,-0.6777
1772930397601.2642,0.0218,-0.7078,-0.6818
1772930397601.2642,0.0195,-0.7072,-0.6828
1772930397617.0776,0.0156,-0.7063,-0.6844
1772930397617.0776,0.0111,-0.7044,-0.6892
1772930397617.0776,0.0096,-0.7007,-0.6894
1772930397617.0776,0.0076,-0.6996,-0.6924
1772930397617.0776,0.0071,-0.7005,-0.6952
1772930397617.0776,0.0048,-0.6975,-0.699
1772930397617.0776,0.0054,-0.7,-0.7016
1772930397617.0776,0.0037,-0.6964,-0.7052
1772930397632.1733,0.0068,-0.7002,-0.7096
