Time_ms,ax,ay,az,gx,gy,gz
1772932309085.9287,-0.1258,-0.4222,-0.8924,1.103,-3.395,-2.205
1772932309085.9287,-0.1238,-0.42,-0.8921,1.19,-3.351,-1.907
1772932309085.9287,-0.129,-0.4098,-0.8903,1.505,-3.413,-1.925
1772932309101.9731,-0.1322,-0.4114,-0.8884,1.741,-4.086,-2.188
1772932309101.9731,-0.129,-0.4116,-0.8844,1.444,-4.121,-2.555
1772932309101.9731,-0.1262,-0.4125,-0.8869,1.558,-4.139,-2.826
1772932309101.9731,-0.1271,-0.4141,-0.8827,1.531,-4.008,-3.071
1772932309118.0908,-0.1286,-0.4114,-0.8843,1.811,-4.287,-2.52
1772932309118.0908,-0.1297,-0.4111,-0.8872,1.916,-4.62,-2.389
1772932309118.0908,-0.1263,-0.4149,-0.884,2.389,-4.935,-2.17
1772932309133.673,-0.1268,-0.4155,-0.8856,2.161,-5.25,-1.96
1772932309133.673,-0.1241,-0.4152,-0.8835,2.214,-5.539,-1.785
1772932309133.673,-0.126,-0.4194,-0.883,2.319,-5.355,-1.881
1772932309133.673,-0.1254,-0.4182,-0.8862,2.336,-5.635,-2.24
1772932309133.673,-0.1313,-0.4176,-0.8874,2.406,-5.6,-2.643
1772932309148.815,-0.1325,-0.4164,-0.8835,2.826,-6.072,-2.599
1772932309148.815,-0.1333,-0.42,-0.8863,3.098,-6.16,-2.809
1772932309148.815,-0.1344,-0.4219,-0.8841,3.421,-6.116,-2.87
1772932309148.815,-0.1363,-0.4243,-0.8849,3.876,-6.396,-2.502
1772932309164.8591,-0.136,-0.4255,-0.8851,3.78,-6.353,-2.319
1772932309164.8591,-0.1331,-0.4259,-0.8849,3.658,-6.055,-2.039
1772932309164.8591,-0.1352,-0.4268,-0.8848,3.491,-6.02,-1.75
1772932309164.8591,-0.1342,-0.4259,-0.8843,3.141,-5.871,-1.636
1772932309180.4084,-0.1373,-0.4257,-0.8852,3.141,-6.204,-1.435
1772932309180.4084,-0.137,-0.4255,-0.8825,3.132,-6.204,-1.216
