Time_ms,ax,ay,az,gx,gy,gz
1772932073899.2751,-0.2151,-0.5364,-0.7992,4.463,-5.014,-1.584
1772932073899.2751,-0.2153,-0.5441,-0.793,4.506,-4.786,-1.881
1772932073899.2751,-0.2162,-0.5511,-0.7899,3.885,-5.39,-1.951
1772932073899.2751,-0.2168,-0.5502,-0.7893,2.695,-5.049,-2.03
1772932073914.0378,-0.2167,-0.5488,-0.782,2.424,-5.39,-1.925
1772932073914.0378,-0.2253,-0.5503,-0.7809,2.284,-5.548,-2.24
1772932073914.0378,-0.2305,-0.5507,-0.7729,2.485,-5.976,-2.284
1772932073914.0378,-0.2336,-0.5518,-0.772,2.266,-5.81,-2.013
1772932073929.581,-0.2305,-0.5503,-0.773,2.345,-5.81,-1.802
1772932073929.581,-0.231,-0.5483,-0.7751,3.027,-6.221,-1.645
1772932073929.581,-0.232,-0.5463,-0.7747,3.465,-6.204,-1.768
1772932073945.2498,-0.2344,-0.5441,-0.7832,4.095,-6.545,-1.601
1772932073945.2498,-0.2321,-0.5452,-0.7875,4.287,-6.641,-1.829
1772932073945.2498,-0.2304,-0.5432,-0.7929,4.839,-6.694,-1.75
1772932073945.2498,-0.2289,-0.5455,-0.8017,4.638,-6.878,-1.899
1772932073960.952,-0.2257,-0.548,-0.7988,4.349,-7.779,-2.397
1772932073960.952,-0.2215,-0.5469,-0.8009,3.754,-8.05,-2.161
1772932073960.952,-0.2205,-0.5493,-0.7976,3.395,-8.662,-2.354
1772932073960.952,-0.2183,-0.5533,-0.7971,2.844,-8.426,-2.24
1772932073976.1362,-0.2176,-0.5542,-0.7957,2.748,-8.575,-2.152
1772932073976.1362,-0.2177,-0.5551,-0.7903,2.459,-8.321,-2.205
1772932073976.1362,-0.2159,-0.5539,-0.7915,2.328,-7.954,-2.433
1772932073976.1362,-0.2156,-0.5485,-0.7854,2.459,-7.893,-1.881
1772932073976.1362,-0.2146,-0.5449,-0.7781,2.984,-7.709,-2.004
1772932073992.2527,-0.2176,-0.5474,-0.7741,3.491,-7.21,-1.89
1772932073992.2527,-0.2178,-0.5478,-0.7665,3.911,-6.982,-2.091
1772932073992.2527,-0.2182,-0.5495,-0.7637,4.226,-6.204,-1.479
1772932073992.2527,-0.2199,-0.5485,-0.7612,6.65,-5.469,-1.216
1772932074007.7957,-0.221,-0.549,-0.7625,4.664,-4.76,-0.718
1772932074007.7957,-0.2192,-0.5449,-0.7621,4.436,-4.357,-0.787
1772932074007.7957,-0.2246,-0.5424,-0.7648,4.489,-4.541,-0.971
1772932074023.017,-0.2249,-0.5406,-0.7664,4.532,-4.445,-1.137
1772932074023.017,-0.226,-0.5413,-0.7698,4.445,-4.699,-1.391
1772932074023.017,-0.2294,-0.5381,-0.773,4.725,-4.952,-1.531
1772932074023.017,-0.2312,-0.5397,-0.774,4.795,-5.399,-1.671
1772932074037.998,-0.2296,-0.5416,-0.7769,4.769,-5.399,-2.004
1772932074037.998,-0.2295,-0.5427,-0.7809,4.83,-5.862,-1.986
1772932074037.998,-0.228,-0.5445,-0.781,4.795,-5.714,-2.223
1772932074037.998,-0.2267,-0.5414,-0.7795,4.751,-5.968,-1.75
1772932074053.688,-0.2288,-0.5469,-0.7808,4.935,-6.099,-1.776
1772932074053.688,-0.2268,-0.5451,-0.7832,5.162,-6.431,-1.531
1772932074053.688,-0.2207,-0.5411,-0.7812,5.574,-6.361,-1.374
1772932074053.688,-0.212,-0.5415,-0.7823,5.897,-6.536,-1.522
1772932074068.8599,-0.2213,-0.5464,-0.7788,5.758,-6.344,-1.715
1772932074068.8599,-0.2197,-0.5474,-0.774,5.338,-6.099,-1.496
1772932074068.8599,-0.2164,-0.5436,-0.7765,5.338,-5.827,-1.864
1772932074085.0005,-0.2173,-0.5403,-0.7792,5.049,-5.679,-1.846
1772932074085.0005,-0.2209,-0.5414,-0.7807,4.812,-5.32,-1.916
1772932074085.0005,-0.2227,-0.5423,-0.7794,4.777,-5.338,-1.986
1772932074085.0005,-0.2264,-0.5461,-0.7791,4.497,-5.425,-1.986
1772932074085.0005,-0.2292,-0.5515,-0.7796,4.48,-5.084,-1.846
1772932074100.9504,-0.231,-0.5528,-0.7823,4.121,-5.154,-1.575
1772932074100.9504,-0.2332,-0.5507,-0.7799,4.077,-5.162,-1.584
1772932074100.9504,-0.2346,-0.5507,-0.7851,4.016,-5.022,-1.776
1772932074100.9504,-0.2329,-0.5485,-0.7841,3.938,-5.364,-1.409
1772932074116.054,-0.2331,-0.5464,-0.7831,4.34,-5.731,-1.934
1772932074116.054,-0.2314,-0.5478,-0.7814,4.226,-5.88,-2.17
1772932074116.054,-0.2311,-0.55,-0.7817,4.375,-5.635,-2.004
1772932074116.054,-0.2308,-0.5471,-0.7806,4.366,-5.81,-2.231
1772932074131.17,-0.2292,-0.5432,-0.7823,4.62,-5.871,-2.231
1772932074131.17,-0.2313,-0.5463,-0.7776,5.268,-5.933,-2.459
1772932074131.17,-0.2332,-0.5502,-0.7818,5.25,-5.46,-2.467
1772932074131.17,-0.2338,-0.5459,-0.7831,5.53,-5.031,-2.249
1772932074147.0671,-0.2308,-0.5442,-0.785,5.495,-2.319,-1.741
1772932074147.0671,-0.2275,-0.5419,-0.7837,5.688,-4.681,-2.091
1772932074147.0671,-0.2281,-0.5436,-0.7907,5.74,-4.769,-1.925
1772932074162.8892,-0.2273,-0.5432,-0.7926,5.644,-4.559,-1.671
1772932074162.8892,-0.2294,-0.5444,-0.7929,6.107,-4.428,-1.855
1772932074162.8892,-0.226,-0.5474,-0.7826,6.834,-4.681,-2.485
1772932074162.8892,-0.2236,-0.5547,-0.7807,5.609,-4.34,-2.328
1772932074177.9224,-0.2231,-0.5608,-0.7798,5.495,-4.41,-1.75
1772932074177.9224,-0.2294,-0.5569,-0.7893,5.136,-4.183,-1.645
1772932074177.9224,-0.2274,-0.554,-0.7878,4.909,-4.69,-1.575
1772932074177.9224,-0.2295,-0.5513,-0.7834,4.97,-4.497,-1.636
1772932074177.9224,-0.2319,-0.5529,-0.7823,5.285,-4.226,-1.374
1772932074193.1792,-0.2317,-0.547,-0.784,5.906,-4.209,-1.085
1772932074193.1792,-0.2296,-0.5477,-0.7839,6.072,-3.911,-0.709
1772932074193.1792,-0.2263,-0.5502,-0.7862,6.003,-3.824,-0.586
1772932074193.1792,-0.2207,-0.5495,-0.7867,5.749,-3.64,-0.464
1772932074207.8252,-0.2201,-0.5452,-0.7871,5.617,-3.649,-0.455
1772932074207.8252,-0.2206,-0.5427,-0.7861,5.609,-3.973,-0.7
1772932074207.8252,-0.2203,-0.5431,-0.7895,5.539,-4.296,-0.674
1772932074223.0974,-0.2187,-0.5485,-0.7889,5.259,-4.112,-0.744
1772932074223.0974,-0.2156,-0.5499,-0.7897,4.795,-4.165,-0.595
1772932074223.0974,-0.2203,-0.5525,-0.7851,5.031,-4.506,-0.464
1772932074223.0974,-0.2189,-0.5549,-0.7881,4.97,-4.191,-0.333
1772932074239.0981,-0.215,-0.556,-0.7874,4.883,-4.436,-0.647
1772932074239.0981,-0.2151,-0.5593,-0.7884,4.821,-4.069,-0.438
1772932074239.0981,-0.213,-0.5578,-0.7873,4.777,-3.876,-0.446
1772932074239.0981,-0.2146,-0.5582,-0.7875,4.638,-4.147,-0.569
1772932074254.8286,-0.213,-0.5578,-0.7859,4.463,-4.261,-0.691
1772932074254.8286,-0.2153,-0.5564,-0.7864,4.48,-4.27,-0.91
1772932074254.8286,-0.2153,-0.5571,-0.7853,4.235,-4.489,-0.98
1772932074254.8286,-0.2154,-0.5547,-0.7865,4.112,-2.275,-0.971
1772932074254.8286,-0.2158,-0.5546,-0.7871,3.859,-4.707,-0.98
1772932074271.1184,-0.2184,-0.5563,-0.7857,3.728,-5.04,-0.823
1772932074271.1184,-0.2194,-0.5566,-0.7875,3.684,-5.215,-1.006
1772932074271.1184,-0.2187,-0.5516,-0.7873,3.535,-5.259,-0.927
1772932074271.1184,-0.2173,-0.5537,-0.7901,3.29,-5.556,-1.12
1772932074286.735,-0.2165,-0.5536,-0.7879,2.791,-5.985,-1.645
1772932074286.735,-0.2175,-0.5522,-0.7824,2.756,-6.414,-1.365
1772932074286.735,-0.2161,-0.5554,-0.7821,2.38,-6.501,-1.566
1772932074286.735,-0.2179,-0.5585,-0.7812,2.013,-6.624,-1.356
1772932074301.901,-0.2153,-0.5555,-0.7788,1.47,-6.326,-1.05
1772932074301.901,-0.2165,-0.5565,-0.7774,1.181,-6.169,-0.971
1772932074301.901,-0.214,-0.555,-0.7745,0.901,-6.291,-1.103
1772932074317.7358,-0.2132,-0.5557,-0.7758,0.682,-5.854,-1.312
1772932074317.7358,-0.2162,-0.5558,-0.7728,0.359,-5.731,-1.041
1772932074317.7358,-0.2139,-0.5576,-0.7748,0.394,-5.854,-1.041
1772932074317.7358,-0.2147,-0.5546,-0.7749,0.516,-5.67,-0.805
1772932074333.5142,-0.2176,-0.5546,-0.7735,0.639,-5.617,-0.814
1772932074333.5142,-0.2192,-0.5518,-0.7747,0.621,-5.548,-0.77
1772932074333.5142,-0.2198,-0.5476,-0.774,0.927,-5.609,-0.901
1772932074333.5142,-0.2259,-0.5478,-0.776,0.963,-5.731,-0.927
1772932074333.5142,-0.2247,-0.5483,-0.7767,1.076,-5.416,-0.901
1772932074348.8613,-0.227,-0.5448,-0.7759,1.391,-5.513,-1.155
1772932074348.8613,-0.2273,-0.5452,-0.7748,1.242,-5.416,-1.199
1772932074348.8613,-0.2261,-0.5455,-0.7738,1.698,-5.451,-1.024
1772932074348.8613,-0.228,-0.5447,-0.7743,1.82,-5.311,-1.006
1772932074364.085,-0.2263,-0.5452,-0.777,1.916,-5.162,-1.12
1772932074364.085,-0.2279,-0.5429,-0.7764,2.047,-5.259,-1.208
1772932074364.085,-0.2289,-0.5392,-0.776,2.17,-5.486,-1.295
1772932074364.085,-0.2202,-0.539,-0.7784,2.1,-5.294,-1.558
