Timestamp_ms,RawADC,Voltage_mV
74107.0,1838.0,1670.0
74110.0,1837.0,1669.0
74113.0,1836.0,1668.0
74116.0,1836.0,1668.0
74119.0,1834.0,1667.0
74122.0,1834.0,1667.0
74125.0,1841.0,1672.0
74128.0,1843.0,1674.0
74131.0,1839.0,1671.0
74133.0,1834.0,1667.0
74136.0,1829.0,1662.0
74139.0,1825.0,1659.0
74142.0,1822.0,1657.0
74145.0,1819.0,1654.0
74148.0,1816.0,1652.0
74151.0,1813.0,1649.0
74154.0,1810.0,1647.0
74157.0,1808.0,1645.0
74160.0,1808.0,1645.0
74163.0,1807.0,1644.0
74166.0,1806.0,1643.0
74169.0,1803.0,1641.0
74172.0,1799.0,1637.0
74175.0,1797.0,1636.0
74178.0,1796.0,1635.0
74181.0,1794.0,1633.0
74184.0,1793.0,1632.0
74186.0,1791.0,1631.0
74189.0,1789.0,1629.0
74192.0,1787.0,1627.0
74195.0,1787.0,1627.0
74198.0,1785.0,1626.0
74201.0,1784.0,1625.0
74204.0,1783.0,1624.0
74207.0,1783.0,1624.0
74210.0,1782.0,1623.0
74213.0,1781.0,1622.0
74216.0,1780.0,1622.0
74219.0,1778.0,1620.0
74222.0,1778.0,1620.0
74225.0,1777.0,1619.0
74228.0,1777.0,1619.0
74231.0,1776.0,1618.0
74234.0,1776.0,1618.0
74236.0,1776.0,1618.0
74239.0,1776.0,1618.0
74242.0,1776.0,1618.0
74245.0,1777.0,1619.0
74248.0,1785.0,1626.0
74251.0,1792.0,1632.0
74254.0,1791.0,1631.0
74257.0,1788.0,1628.0
74260.0,1789.0,1629.0
74263.0,1789.0,1629.0
74266.0,1790.0,1630.0
74269.0,1790.0,1630.0
74272.0,1792.0,1632.0
74275.0,1795.0,1634.0
74278.0,1798.0,1637.0
74281.0,1803.0,1641.0
74284.0,1806.0,1643.0
74286.0,1807.0,1644.0
74289.0,1808.0,1645.0
74292.0,1809.0,1646.0
74295.0,1813.0,1649.0
74298.0,1817.0,1652.0
74301.0,1820.0,1655.0
74304.0,1821.0,1656.0
74307.0,1823.0,1657.0
74310.0,1824.0,1658.0
74313.0,1826.0,1660.0
74316.0,1827.0,1661.0
74319.0,1829.0,1662.0
74322.0,1833.0,1666.0
74325.0,1835.0,1667.0
74328.0,1835.0,1667.0
74331.0,1835.0,1667.0
74334.0,1837.0,1669.0
74336.0,1839.0,1671.0
74339.0,1840.0,1672.0
74342.0,1841.0,1672.0
74345.0,1843.0,1674.0
74348.0,1845.0,1676.0
74351.0,1848.0,1678.0
74354.0,1851.0,1681.0
74357.0,1853.0,1682.0
74360.0,1855.0,1684.0
74363.0,1857.0,1686.0
74366.0,1859.0,1687.0
74369.0,1861.0,1689.0
74372.0,1862.0,1690.0
74375.0,1865.0,1692.0
74378.0,1867.0,1694.0
74381.0,1869.0,1696.0
74384.0,1870.0,1696.0
74386.0,1871.0,1697.0
74389.0,1871.0,1697.0
74392.0,1872.0,1698.0
74395.0,1874.0,1700.0
74398.0,1875.0,1701.0
74401.0,1878.0,1703.0
74404.0,1888.0,1711.0
74407.0,1896.0,1718.0
74410.0,1894.0,1716.0
74413.0,1892.0,1715.0
74416.0,1891.0,1714.0
74419.0,1890.0,1713.0
74422.0,1890.0,1713.0
74425.0,1891.0,1714.0
74428.0,1892.0,1715.0
74431.0,1893.0,1716.0
74434.0,1894.0,1716.0
74437.0,1896.0,1718.0
74439.0,1899.0,1721.0
74442.0,1901.0,1722.0
74445.0,1902.0,1723.0
74448.0,1902.0,1723.0
74451.0,1903.0,1724.0
74454.0,1904.0,1725.0
74457.0,1904.0,1725.0
74460.0,1905.0,1726.0
74463.0,1905.0,1726.0
74466.0,1905.0,1726.0
74469.0,1906.0,1726.0
74472.0,1906.0,1726.0
74475.0,1907.0,1727.0
74478.0,1908.0,1728.0
74481.0,1910.0,1730.0
74484.0,1910.0,1730.0
74487.0,1911.0,1731.0
74489.0,1910.0,1730.0
74492.0,1911.0,1731.0
74495.0,1911.0,1731.0
74498.0,1912.0,1731.0
74501.0,1913.0,1732.0
74504.0,1913.0,1732.0
74507.0,1915.0,1734.0
74510.0,1916.0,1735.0
74513.0,1917.0,1736.0
74516.0,1917.0,1736.0
74519.0,1918.0,1736.0
74522.0,1918.0,1736.0
74525.0,1919.0,1737.0
74528.0,1924.0,1741.0
74531.0,1933.0,1749.0
74534.0,1930.0,1746.0
74537.0,1926.0,1743.0
74539.0,1924.0,1741.0
74542.0,1924.0,1741.0
74545.0,1923.0,1741.0
74548.0,1924.0,1741.0
74551.0,1925.0,1742.0
74554.0,1927.0,1744.0
74557.0,1928.0,1745.0
74560.0,1930.0,1746.0
74563.0,1930.0,1746.0
74566.0,1931.0,1747.0
74569.0,1931.0,1747.0
74572.0,1931.0,1747.0
74575.0,1932.0,1748.0
74578.0,1934.0,1750.0
74581.0,1934.0,1750.0
74584.0,1934.0,1750.0
74587.0,1934.0,1750.0
74589.0,1935.0,1751.0
74592.0,1934.0,1750.0
74595.0,1935.0,1751.0
74598.0,1936.0,1751.0
74601.0,1937.0,1752.0
74604.0,1937.0,1752.0
74607.0,1938.0,1753.0
74610.0,1938.0,1753.0
74613.0,1939.0,1754.0
74616.0,1938.0,1753.0
74619.0,1939.0,1754.0
74622.0,1939.0,1754.0
74625.0,1941.0,1755.0
74628.0,1941.0,1755.0
74631.0,1943.0,1757.0
74634.0,1943.0,1757.0
74637.0,1943.0,1757.0
74639.0,1944.0,1758.0
74642.0,1945.0,1759.0
74645.0,1946.0,1760.0
74648.0,1946.0,1760.0
74651.0,1946.0,1760.0
74654.0,1947.0,1760.0
74657.0,1948.0,1761.0
74660.0,1948.0,1761.0
74663.0,1948.0,1761.0
74666.0,1948.0,1761.0
74669.0,1948.0,1761.0
74672.0,1949.0,1762.0
74675.0,1949.0,1762.0
74678.0,1948.0,1761.0
74681.0,1949.0,1762.0
74684.0,1954.0,1766.0
74687.0,1963.0,1774.0
74689.0,1960.0,1771.0
74692.0,1956.0,1768.0
74695.0,1954.0,1766.0
74698.0,1952.0,1765.0
74701.0,1951.0,1764.0
74704.0,1951.0,1764.0
74707.0,1950.0,1763.0
74710.0,1951.0,1764.0
74713.0,1950.0,1763.0
74716.0,1950.0,1763.0
74719.0,1950.0,1763.0
74722.0,1950.0,1763.0
74725.0,1948.0,1761.0
74728.0,1945.0,1759.0
74731.0,1943.0,1757.0
74734.0,1940.0,1755.0
74737.0,1939.0,1754.0
74739.0,1938.0,1753.0
74742.0,1936.0,1751.0
74745.0,1936.0,1751.0
74748.0,1935.0,1751.0
74751.0,1933.0,1749.0
74754.0,1933.0,1749.0
74757.0,1932.0,1748.0
74760.0,1932.0,1748.0
74763.0,1933.0,1749.0
74766.0,1933.0,1749.0
74769.0,1930.0,1746.0
74772.0,1928.0,1745.0
74775.0,1928.0,1745.0
74778.0,1928.0,1745.0
74781.0,1926.0,1743.0
74784.0,1926.0,1743.0
74787.0,1925.0,1742.0
74789.0,1925.0,1742.0
74792.0,1923.0,1741.0
74795.0,1921.0,1739.0
74798.0,1920.0,1738.0
74801.0,1920.0,1738.0
74804.0,1918.0,1736.0
74807.0,1919.0,1737.0
74810.0,1927.0,1744.0
74813.0,1924.0,1741.0
74816.0,1919.0,1737.0
74819.0,1916.0,1735.0
74822.0,1913.0,1732.0
74825.0,1910.0,1730.0
74828.0,1910.0,1730.0
74831.0,1909.0,1729.0
74834.0,1909.0,1729.0
74837.0,1909.0,1729.0
74839.0,1908.0,1728.0
74842.0,1910.0,1730.0
74845.0,1910.0,1730.0
74848.0,1910.0,1730.0
74851.0,1910.0,1730.0
74854.0,1910.0,1730.0
74857.0,1911.0,1731.0
74860.0,1911.0,1731.0
74863.0,1911.0,1731.0
74866.0,1911.0,1731.0
74869.0,1912.0,1731.0
74872.0,1914.0,1733.0
74875.0,1916.0,1735.0
74878.0,1917.0,1736.0
74881.0,1918.0,1736.0
74884.0,1919.0,1737.0
74887.0,1918.0,1736.0
74890.0,1918.0,1736.0
74892.0,1918.0,1736.0
74895.0,1918.0,1736.0
74898.0,1918.0,1736.0
74901.0,1919.0,1737.0
74904.0,1919.0,1737.0
74907.0,1919.0,1737.0
74910.0,1919.0,1737.0
74913.0,1919.0,1737.0
74916.0,1920.0,1738.0
74919.0,1920.0,1738.0
74922.0,1922.0,1740.0
74925.0,1921.0,1739.0
74928.0,1922.0,1740.0
74931.0,1921.0,1739.0
74934.0,1922.0,1740.0
74937.0,1922.0,1740.0
74940.0,1923.0,1741.0
74942.0,1922.0,1740.0
74945.0,1922.0,1740.0
74948.0,1922.0,1740.0
74951.0,1922.0,1740.0
74954.0,1922.0,1740.0
74957.0,1921.0,1739.0
74960.0,1921.0,1739.0
74963.0,1924.0,1741.0
74966.0,1935.0,1751.0
74969.0,1934.0,1750.0
74972.0,1931.0,1747.0
74975.0,1929.0,1746.0
74978.0,1928.0,1745.0
74981.0,1927.0,1744.0
74984.0,1926.0,1743.0
74987.0,1924.0,1741.0
74990.0,1925.0,1742.0
74992.0,1925.0,1742.0
74995.0,1925.0,1742.0
74998.0,1926.0,1743.0
75001.0,1928.0,1745.0
75004.0,1929.0,1746.0
75012.0,1937.0,1752.0
75015.0,1938.0,1753.0
75018.0,1937.0,1752.0
75021.0,1936.0,1751.0
75024.0,1935.0,1751.0
75027.0,1935.0,1751.0
75030.0,1936.0,1751.0
75033.0,1936.0,1751.0
75036.0,1937.0,1752.0
75039.0,1938.0,1753.0
75042.0,1939.0,1754.0
75045.0,1940.0,1755.0
75048.0,1939.0,1754.0
75051.0,1940.0,1755.0
75054.0,1941.0,1755.0
75057.0,1943.0,1757.0
75059.0,1944.0,1758.0
75062.0,1944.0,1758.0
75065.0,1945.0,1759.0
75068.0,1947.0,1760.0
75071.0,1947.0,1760.0
75074.0,1949.0,1762.0
75077.0,1950.0,1763.0
75080.0,1951.0,1764.0
75083.0,1952.0,1765.0
75086.0,1953.0,1765.0
75089.0,1965.0,1775.0
75092.0,1967.0,1777.0
75095.0,1965.0,1775.0
75098.0,1962.0,1773.0
75101.0,1959.0,1770.0
75104.0,1956.0,1768.0
75107.0,1955.0,1767.0
75109.0,1954.0,1766.0
75112.0,1954.0,1766.0
75115.0,1953.0,1765.0
75118.0,1952.0,1765.0
75121.0,1952.0,1765.0
75124.0,1952.0,1765.0
75127.0,1953.0,1765.0
75130.0,1953.0,1765.0
75133.0,1953.0,1765.0
75136.0,1954.0,1766.0
75139.0,1953.0,1765.0
75142.0,1953.0,1765.0
75145.0,1953.0,1765.0
75148.0,1952.0,1765.0
75151.0,1952.0,1765.0
75154.0,1951.0,1764.0
75157.0,1952.0,1765.0
75159.0,1953.0,1765.0
75162.0,1953.0,1765.0
75165.0,1953.0,1765.0
75168.0,1951.0,1764.0
75171.0,1950.0,1763.0
75174.0,1952.0,1765.0
75177.0,1952.0,1765.0
75180.0,1953.0,1765.0
75183.0,1953.0,1765.0
75186.0,1953.0,1765.0
75189.0,1953.0,1765.0
75192.0,1954.0,1766.0
75195.0,1954.0,1766.0
75198.0,1955.0,1767.0
75201.0,1956.0,1768.0
75204.0,1956.0,1768.0
