Time_ms,ax,ay,az
1772931089728.5813,0.0456,-0.6251,-0.7594
1772931089744.1187,0.0435,-0.6145,-0.7581
1772931089744.1187,0.0432,-0.6098,-0.7555
1772931089744.1187,0.0474,-0.5966,-0.7599
1772931089744.1187,0.0585,-0.5957,-0.7613
1772931089744.1187,0.0603,-0.6038,-0.7565
1772931089744.1187,0.0587,-0.608,-0.7557
1772931089744.1187,0.0575,-0.6159,-0.7541
1772931089744.1187,0.0528,-0.6196,-0.754
1772931089758.9963,0.0514,-0.6171,-0.7586
1772931089758.9963,0.0501,-0.6129,-0.7599
1772931089758.9963,0.0524,-0.612,-0.764
1772931089758.9963,0.0529,-0.6117,-0.7602
1772931089758.9963,0.0531,-0.6145,-0.759
1772931089758.9963,0.0522,-0.6134,-0.7595
1772931089758.9963,0.049,-0.611,-0.7632
1772931089758.9963,0.0499,-0.6094,-0.7692
1772931089774.143,0.0513,-0.6168,-0.7709
1772931089774.143,0.0542,-0.6196,-0.7648
1772931089774.143,0.0572,-0.6255,-0.7625
1772931089774.143,0.0623,-0.6282,-0.7618
1772931089774.143,0.0631,-0.627,-0.758
1772931089774.143,0.0595,-0.628,-0.758
1772931089790.2114,0.0594,-0.6259,-0.7562
1772931089790.2114,0.0548,-0.623,-0.758
1772931089790.2114,0.0524,-0.6216,-0.7598
1772931089790.2114,0.0506,-0.6202,-0.7546
1772931089790.2114,0.0476,-0.6155,-0.7524
1772931089790.2114,0.0458,-0.6166,-0.7547
1772931089790.2114,0.0466,-0.6157,-0.7518
1772931089790.2114,0.0448,-0.6138,-0.7523
1772931089805.834,0.0453,-0.6137,-0.7537
1772931089805.834,0.0464,-0.611,-0.7549
1772931089805.834,0.0456,-0.6122,-0.7535
1772931089805.834,0.0437,-0.6109,-0.7547
1772931089805.834,0.0453,-0.6132,-0.7519
1772931089805.834,0.0453,-0.6166,-0.7527
1772931089805.834,0.0478,-0.6173,-0.7557
1772931089805.834,0.0445,-0.6173,-0.7559
1772931089821.4949,0.0479,-0.6191,-0.7528
1772931089821.4949,0.0454,-0.6194,-0.7574
1772931089821.4949,0.047,-0.6197,-0.7584
1772931089821.4949,0.044,-0.619,-0.7596
1772931089821.4949,0.0464,-0.6221,-0.7607
1772931089821.4949,0.045,-0.6218,-0.7638
1772931089821.4949,0.0444,-0.6232,-0.7624
1772931089821.4949,0.0456,-0.6218,-0.7623
1772931089837.5552,0.0461,-0.6238,-0.7612
1772931089837.5552,0.0475,-0.6242,-0.7598
1772931089837.5552,0.0503,-0.6266,-0.7621
1772931089837.5552,0.0476,-0.6271,-0.7635
1772931089837.5552,0.0513,-0.6303,-0.7619
1772931089837.5552,0.0497,-0.6272,-0.7621
1772931089837.5552,0.0519,-0.6239,-0.7613
1772931089837.5552,0.0493,-0.6238,-0.7602
1772931089853.5903,0.0525,-0.6246,-0.76
1772931089853.5903,0.0544,-0.6229,-0.7592
1772931089853.5903,0.0514,-0.6235,-0.7621
1772931089853.5903,0.0538,-0.6235,-0.7612
1772931089853.5903,0.0547,-0.6245,-0.7599
1772931089853.5903,0.0544,-0.6232,-0.761
1772931089853.5903,0.0509,-0.6218,-0.7604
1772931089853.5903,0.0513,-0.626,-0.7596
1772931089869.689,0.0502,-0.6226,-0.7579
1772931089869.689,0.0549,-0.6213,-0.7587
1772931089869.689,0.0544,-0.6254,-0.7592
1772931089869.689,0.0538,-0.6252,-0.7588
1772931089869.689,0.0537,-0.6254,-0.7589
1772931089869.689,0.0544,-0.6292,-0.7592
1772931089869.689,0.0542,-0.6288,-0.7601
1772931089869.689,0.0545,-0.6298,-0.759
1772931089885.7651,0.0537,-0.6299,-0.7589
1772931089885.7651,0.0537,-0.6275,-0.7607
1772931089885.7651,0.0534,-0.627,-0.758
1772931089885.7651,0.0554,-0.6263,-0.7593
1772931089885.7651,0.0569,-0.6231,-0.7604
1772931089900.74,0.0581,-0.6223,-0.7599
1772931089900.74,0.059,-0.6206,-0.762
1772931089900.74,0.0585,-0.6174,-0.7577
1772931089900.74,0.0603,-0.6174,-0.7571
1772931089900.74,0.061,-0.6122,-0.7584
1772931089900.74,0.0617,-0.6092,-0.7567
1772931089900.74,0.0601,-0.6024,-0.7595
1772931089900.74,0.0636,-0.6015,-0.7584
1772931089916.799,0.0659,-0.6037,-0.7557
1772931089916.799,0.0647,-0.6104,-0.7558
1772931089916.799,0.0666,-0.6127,-0.7552
1772931089916.799,0.0656,-0.6177,-0.7549
1772931089916.799,0.0631,-0.6194,-0.7519
1772931089916.799,0.0627,-0.6212,-0.7582
1772931089916.799,0.0619,-0.624,-0.7529
1772931089916.799,0.0624,-0.6237,-0.7537
1772931089932.4817,0.0611,-0.6235,-0.7537
1772931089932.4817,0.0631,-0.6223,-0.7535
1772931089932.4817,0.0605,-0.6202,-0.7498
1772931089932.4817,0.0603,-0.6196,-0.7515
1772931089932.4817,0.0604,-0.6168,-0.7519
1772931089932.4817,0.0588,-0.6159,-0.7562
1772931089932.4817,0.0564,-0.6146,-0.7555
1772931089932.4817,0.0546,-0.6144,-0.7544
1772931089947.1638,0.0512,-0.613,-0.7563
1772931089947.1638,0.0517,-0.6149,-0.7565
1772931089947.1638,0.0501,-0.6176,-0.7557
1772931089947.1638,0.0479,-0.6187,-0.7565
1772931089947.1638,0.0477,-0.6184,-0.7584
1772931089947.1638,0.0478,-0.6196,-0.7571
1772931089947.1638,0.0481,-0.6187,-0.7588
1772931089947.1638,0.0502,-0.6227,-0.7594
1772931089963.228,0.0499,-0.6215,-0.7596
1772931089963.228,0.0506,-0.6221,-0.7624
1772931089963.228,0.05,-0.6237,-0.759
1772931089963.228,0.0477,-0.6398,-0.7593
1772931089963.228,0.0491,-0.6242,-0.7564
1772931089978.842,0.0504,-0.6257,-0.7565
1772931089978.842,0.0501,-0.6234,-0.7553
1772931089978.842,0.0536,-0.6231,-0.7535
1772931089978.842,0.0557,-0.6217,-0.7549
1772931089978.842,0.0568,-0.6176,-0.7562
1772931089978.842,0.0597,-0.6179,-0.7531
1772931089978.842,0.0596,-0.6147,-0.7535
1772931089978.842,0.0593,-0.6147,-0.7564
1772931089994.2114,0.059,-0.6126,-0.7526
1772931089994.2114,0.0586,-0.6129,-0.753
1772931089994.2114,0.0578,-0.6135,-0.7523
1772931089994.2114,0.0578,-0.6152,-0.7544
1772931089994.2114,0.0565,-0.6144,-0.7521
1772931089994.2114,0.056,-0.617,-0.7548
1772931089994.2114,0.0568,-0.6171,-0.7538
1772931089994.2114,0.0529,-0.6198,-0.7524
1772931090009.7927,0.0558,-0.6184,-0.7534
1772931090009.7927,0.0528,-0.6186,-0.7527
1772931090009.7927,0.054,-0.6166,-0.7526
1772931090009.7927,0.0519,-0.6204,-0.7557
1772931090009.7927,0.0508,-0.6182,-0.7555
1772931090009.7927,0.0511,-0.6189,-0.7559
1772931090009.7927,0.0484,-0.6219,-0.7577
1772931090009.7927,0.0486,-0.6215,-0.7579
1772931090025.448,0.0461,-0.6212,-0.7591
1772931090025.448,0.0486,-0.6201,-0.755
1772931090025.448,0.0456,-0.6193,-0.7571
1772931090025.448,0.0443,-0.6199,-0.7607
