Time_ms,ax,ay,az,gx,gy,gz
1772934019910.973,0.0089,-0.0561,-0.9819,3.36,-5.915,-1.951
1772934019910.973,0.0101,-0.0554,-0.9813,3.482,-5.766,-1.978
1772934019926.1982,0.0087,-0.0554,-0.9842,3.369,-5.591,-1.89
1772934019926.1982,0.0075,-0.0554,-0.9831,3.342,-5.775,-1.855
1772934019926.1982,0.0073,-0.0562,-0.9781,3.211,-5.53,-2.161
1772934019926.1982,0.0093,-0.0567,-0.9775,3.413,-5.801,-1.907
1772934019926.1982,0.0042,-0.0569,-0.9804,3.5,-6.099,-1.96
1772934019926.1982,0.0073,-0.0566,-0.9799,3.658,-6.151,-1.934
1772934019926.1982,0.0077,-0.0586,-0.9796,3.395,-6.003,-1.881
1772934019926.1982,0.007,-0.057,-0.979,3.167,-5.959,-2.118
1772934019926.1982,0.0099,-0.0559,-0.9769,3.237,-5.758,-1.802
1772934019926.1982,0.0089,-0.0591,-0.9767,3.404,-6.046,-1.776
1772934019926.1982,0.0098,-0.0575,-0.9756,3.404,-5.985,-1.89
1772934019926.1982,0.0097,-0.0583,-0.978,3.509,-5.915,-1.802
1772934019941.3542,0.0084,-0.0563,-0.9736,3.237,-5.871,-1.846
1772934019941.3542,0.0063,-0.0605,-0.9734,3.535,-5.565,-1.741
1772934019941.3542,0.0064,-0.0587,-0.9748,3.474,-5.749,-1.724
1772934019941.3542,0.0062,-0.0588,-0.9771,3.553,-5.801,-1.715
1772934019941.3542,0.0067,-0.0602,-0.9725,3.544,-5.749,-1.768
1772934019941.3542,0.0065,-0.0565,-0.9722,3.544,-5.81,-1.785
1772934019941.3542,0.0071,-0.0592,-0.9734,3.71,-5.626,-1.732
1772934019941.3542,0.004,-0.0587,-0.9715,3.684,-5.407,-1.575
1772934019941.3542,0.0051,-0.0581,-0.9726,3.71,-5.478,-1.802
1772934019941.3542,0.0047,-0.0581,-0.9719,3.964,-5.617,-1.768
1772934019941.3542,0.0045,-0.0561,-0.9732,3.666,-5.617,-1.829
1772934019941.3542,0.0052,-0.0579,-0.9719,3.666,-5.617,-1.785
1772934019941.3542,0.0024,-0.0579,-0.9735,3.692,-5.495,-1.654
1772934019957.0493,0.0029,-0.0557,-0.9749,3.771,-5.478,-1.785
1772934019957.0493,0.0032,-0.0555,-0.9712,3.745,-5.478,-1.575
1772934019957.0493,0.0023,-0.0572,-0.9728,3.789,-5.372,-1.802
1772934019957.0493,0.0042,-0.0567,-0.974,3.553,-5.346,-1.916
1772934019957.0493,0.0053,-0.0576,-0.9743,3.509,-5.241,-1.68
1772934019957.0493,0.003,-0.0562,-0.9723,3.281,-4.97,-1.593
1772934019957.0493,0.0032,-0.057,-0.9729,3.124,-5.215,-1.601
1772934019957.0493,0.0023,-0.057,-0.9742,3.159,-5.18,-1.654
1772934019957.0493,0.0041,-0.0548,-0.9718,3.036,-5.101,-1.627
1772934019957.0493,0.0026,-0.053,-0.972,2.87,-5.058,-1.522
1772934019957.0493,0.0054,-0.0537,-0.9729,2.94,-5.154,-1.566
1772934019957.0493,0.003,-0.0535,-0.97,2.625,-5.119,-1.208
1772934019973.3076,0.004,-0.0558,-0.9701,2.625,-5.093,-1.216
1772934019973.3076,0.0021,-0.0544,-0.9705,2.433,-5.18,-1.19
1772934019973.3076,0.0013,-0.0558,-0.9717,2.345,-5.005,-1.146
1772934019973.3076,-0.0008,-0.0541,-0.9699,2.467,-5.162,-1.304
1772934019973.3076,-0.0007,-0.0525,-0.9684,2.45,-5.136,-1.558
1772934019973.3076,-0.003,-0.0564,-0.9701,2.257,-4.9,-1.452
1772934019973.3076,-0.002,-0.0522,-0.9709,2.476,-4.891,-1.531
1772934019973.3076,0.0015,-0.0529,-0.9704,2.231,-4.62,-1.61
1772934019973.3076,-0.0019,-0.0545,-0.9719,2.336,-4.856,-1.619
1772934019973.3076,-0.0003,-0.0559,-0.9727,2.502,-4.707,-1.575
1772934019973.3076,-0.0021,-0.0537,-0.9729,2.17,-4.646,-1.47
1772934019973.3076,-0.0031,-0.0563,-0.9745,2.135,-4.585,-1.566
1772934019973.3076,-0.0029,-0.056,-0.9757,2.345,-4.742,-1.627
1772934019973.3076,-0.0027,-0.0553,-0.9733,2.17,-4.795,-1.75
1772934019988.659,-0.0015,-0.0561,-0.9749,2.214,-4.734,-1.645
1772934019988.659,-0.0019,-0.0549,-0.9768,2.091,-4.541,-1.479
1772934019988.659,-0.0011,-0.0562,-0.975,2.441,-4.48,-1.689
1772934019988.659,-0.0015,-0.0547,-0.9769,2.275,-4.445,-1.645
1772934019988.659,-0.0014,-0.0568,-0.9749,2.336,-4.375,-1.636
1772934019988.659,-0.0021,-0.0567,-0.9762,2.424,-4.401,-1.566
1772934019988.659,-0.0015,-0.0565,-0.9771,2.511,-4.62,-1.82
1772934019988.659,-0.0016,-0.0565,-0.9765,2.555,-4.41,-1.68
1772934019988.659,0.0014,-0.0606,-0.9788,2.397,-4.357,-1.663
1772934019988.659,-0.001,-0.0605,-0.9796,2.45,-4.41,-1.505
1772934019988.659,0.002,-0.0597,-0.9778,2.546,-4.436,-1.636
1772934019988.659,0.0009,-0.0594,-0.9806,2.406,-4.393,-1.627
1772934020003.9868,0.002,-0.0608,-0.9799,2.52,-4.419,-1.444
1772934020003.9868,0.0007,-0.0604,-0.9792,2.301,-4.48,-1.724
1772934020003.9868,-0.0007,-0.0615,-0.9811,2.415,-4.69,-1.575
1772934020003.9868,-0.001,-0.0624,-0.9841,2.572,-4.463,-1.47
1772934020003.9868,0.0013,-0.0636,-0.9818,2.607,-4.235,-1.461
1772934020003.9868,-0.0013,-0.0613,-0.9802,2.765,-4.62,-1.435
1772934020003.9868,-0.0007,-0.0613,-0.9829,2.888,-4.804,-1.321
1772934020003.9868,0.0023,-0.062,-0.9815,2.835,-4.769,-1.356
1772934020003.9868,0.0034,-0.0606,-0.9797,2.966,-4.699,-1.488
1772934020003.9868,0.0045,-0.0626,-0.9811,2.94,-4.664,-1.251
1772934020003.9868,0.0026,-0.0631,-0.9837,3.229,-4.524,-1.698
1772934020003.9868,0.0026,-0.0649,-0.9823,3.281,-4.594,-1.461
1772934020019.2998,0.0023,-0.0623,-0.9832,3.386,-4.603,-1.593
1772934020019.2998,0.0046,-0.0591,-0.9807,3.596,-4.742,-1.785
1772934020019.2998,0.0055,-0.0614,-0.9801,3.404,-4.541,-1.575
1772934020019.2998,0.0074,-0.0609,-0.981,3.544,-4.454,-1.558
1772934020019.2998,0.0068,-0.0608,-0.9837,3.395,-4.594,-1.627
1772934020019.2998,0.0071,-0.0603,-0.9839,3.439,-4.594,-1.768
1772934020019.2998,0.0073,-0.0585,-0.9844,3.465,-4.856,-1.811
1772934020019.2998,0.0068,-0.0611,-0.9838,3.526,-4.742,-1.934
1772934020019.2998,0.0083,-0.0605,-0.9832,3.482,-4.707,-1.759
1772934020019.2998,0.0076,-0.0604,-0.9866,3.544,-4.935,-1.619
1772934020019.2998,0.0089,-0.0611,-0.9842,3.561,-4.979,-1.636
1772934020019.2998,0.0104,-0.0592,-0.9836,3.404,-5.128,-1.452
1772934020019.2998,0.0076,-0.0587,-0.9823,3.447,-5.154,-1.671
1772934020034.5627,0.01,-0.0609,-0.9839,3.474,-5.093,-1.566
1772934020034.5627,0.011,-0.062,-0.9844,3.36,-5.206,-1.636
1772934020034.5627,0.0108,-0.0636,-0.9828,3.334,-5.232,-1.479
1772934020034.5627,0.0117,-0.0613,-0.9858,3.29,-5.197,-1.619
1772934020034.5627,0.009,-0.064,-0.9831,3.132,-5.434,-1.505
1772934020034.5627,0.0102,-0.063,-0.9844,3.334,-5.416,-1.619
1772934020034.5627,0.0103,-0.0636,-0.9823,2.966,-5.268,-1.505
1772934020034.5627,0.0126,-0.0639,-0.9825,2.861,-5.206,-1.409
1772934020034.5627,0.0111,-0.0637,-0.9841,2.993,-5.232,-1.435
1772934020034.5627,0.0119,-0.0631,-0.9847,3.098,-5.39,-1.619
1772934020034.5627,0.0112,-0.0621,-0.9826,2.888,-5.338,-1.566
1772934020034.5627,0.0119,-0.0619,-0.983,2.975,-5.338,-1.479
1772934020051.4275,0.0099,-0.0627,-0.982,2.748,-5.539,-1.383
1772934020051.4275,0.0115,-0.0633,-0.9828,2.748,-5.442,-1.558
1772934020051.4275,0.011,-0.0625,-0.9833,2.721,-5.39,-1.575
1772934020051.4275,0.0107,-0.0638,-0.983,2.704,-5.407,-1.627
1772934020051.4275,0.0083,-0.0617,-0.9848,2.581,-5.372,-1.216
1772934020051.4275,0.0127,-0.0626,-0.9835,2.678,-5.679,-1.522
1772934020051.4275,0.0093,-0.0634,-0.982,2.502,-5.539,-1.689
1772934020051.4275,0.0116,-0.0634,-0.9836,2.774,-5.495,-1.627
1772934020051.4275,0.0111,-0.0643,-0.9826,2.896,-5.416,-1.601
1772934020051.4275,0.009,-0.0648,-0.9798,2.748,-5.232,-1.645
1772934020051.4275,0.0126,-0.0662,-0.9814,2.669,-5.39,-1.698
1772934020051.4275,0.0113,-0.0628,-0.9815,2.783,-5.311,-1.689
1772934020051.4275,0.011,-0.0652,-0.9819,2.844,-5.399,-1.75
1772934020051.4275,0.0115,-0.0644,-0.9809,2.748,-5.434,-1.61
1772934020065.6516,0.009,-0.0649,-0.9834,2.905,-5.32,-1.864
1772934020065.6516,0.0104,-0.0626,-0.9813,2.949,-5.504,-1.855
1772934020065.6516,0.0116,-0.062,-0.9803,3.089,-5.224,-1.837
1772934020065.6516,0.0112,-0.065,-0.9814,3.01,-5.241,-1.794
1772934020065.6516,0.0113,-0.0661,-0.9789,3.036,-5.005,-1.907
1772934020065.6516,0.0111,-0.065,-0.9786,3.124,-5.215,-1.934
1772934020065.6516,0.0096,-0.0662,-0.9829,3.115,-5.232,-2.161
1772934020065.6516,0.0091,-0.0654,-0.9806,3.027,-5.469,-1.732
1772934020065.6516,0.009,-0.0672,-0.9787,3.124,-5.32,-1.75
1772934020065.6516,0.0107,-0.0676,-0.9812,2.879,-5.005,-1.89
1772934020065.6516,0.0096,-0.0672,-0.9808,3.141,-4.909,-1.802
1772934020081.2275,0.0096,-0.0661,-0.9811,2.949,-4.874,-1.82
1772934020081.2275,0.0079,-0.0675,-0.9806,2.896,-5.058,-1.724
1772934020081.2275,0.0065,-0.0662,-0.9806,2.817,-5.241,-1.82
1772934020081.2275,0.0075,-0.066,-0.9793,2.879,-5.268,-1.654
1772934020081.2275,0.0086,-0.063,-0.98,2.783,-5.145,-1.741
1772934020081.2275,0.0071,-0.061,-0.9798,2.564,-5.136,-1.505
1772934020081.2275,0.0058,-0.0642,-0.9821,2.704,-5.031,-1.601
1772934020081.2275,0.0087,-0.0645,-0.9797,2.572,-5.005,-1.61
1772934020081.2275,0.0059,-0.0612,-0.9788,2.546,-5.093,-1.645
1772934020081.2275,0.0046,-0.0621,-0.9783,2.572,-5.162,-1.435
1772934020081.2275,0.0062,-0.0634,-0.9795,2.599,-5.031,-1.356
1772934020081.2275,0.0085,-0.0619,-0.9767,2.817,-4.891,-1.479
1772934020081.2275,0.0077,-0.0608,-0.9773,2.529,-4.777,-1.496
1772934020096.468,0.006,-0.0608,-0.9754,2.555,-4.996,-1.234
1772934020096.468,0.007,-0.0617,-0.9772,2.643,-5.154,-1.383
1772934020096.468,0.0071,-0.0595,-0.9769,2.52,-4.952,-1.435
1772934020096.468,0.0074,-0.0625,-0.9777,2.433,-4.944,-1.461
1772934020096.468,0.0063,-0.0602,-0.9748,2.406,-4.891,-1.505
1772934020096.468,0.0073,-0.0614,-0.9752,2.24,-4.839,-1.234
1772934020096.468,0.0066,-0.0592,-0.9758,2.406,-4.638,-1.137
1772934020096.468,0.0049,-0.0592,-0.9762,2.485,-4.489,-1.514
1772934020096.468,0.0046,-0.0601,-0.9758,2.362,-4.699,-1.479
1772934020096.468,0.0057,-0.0576,-0.9764,2.257,-4.76,-1.391
1772934020096.468,0.0029,-0.058,-0.9776,2.257,-4.751,-1.4
1772934020096.468,0.0045,-0.0591,-0.9779,2.179,-4.62,-1.365
1772934020112.8281,0.0071,-0.0575,-0.9742,2.205,-4.839,-1.383
1772934020112.8281,0.0052,-0.0556,-0.9765,2.275,-4.786,-1.715
1772934020112.8281,0.0041,-0.057,-0.978,2.45,-4.918,-1.724
1772934020112.8281,0.0045,-0.0558,-0.9778,2.389,-4.795,-1.645
1772934020112.8281,0.0041,-0.0544,-0.9767,2.214,-4.603,-1.426
1772934020112.8281,0.0036,-0.0571,-0.9789,2.249,-4.821,-1.304
1772934020112.8281,0.0047,-0.0578,-0.9789,2.564,-4.83,-1.286
1772934020112.8281,0.0015,-0.0572,-0.9759,2.643,-4.883,-1.593
1772934020112.8281,0.0017,-0.0551,-0.978,2.625,-4.9,-1.496
1772934020112.8281,0.0036,-0.0571,-0.9763,2.555,-4.725,-1.514
1772934020112.8281,0.0053,-0.0567,-0.9756,2.406,-5.014,-1.522
1772934020112.8281,0.0059,-0.0554,-0.9756,2.17,-4.874,-1.435
1772934020112.8281,0.0048,-0.0588,-0.9769,2.371,-4.891,-1.54
1772934020112.8281,0.0056,-0.0555,-0.9758,2.397,-4.909,-1.654
1772934020128.2632,0.0038,-0.0539,-0.9788,2.529,-5.075,-1.627
1772934020128.2632,0.003,-0.0565,-0.9778,2.336,-4.979,-1.295
1772934020128.2632,0.0029,-0.0554,-0.9787,2.406,-5.075,-1.374
1772934020128.2632,0.005,-0.0594,-0.9798,2.861,-4.874,-1.4
1772934020128.2632,0.0038,-0.0566,-0.9794,2.467,-4.952,-1.417
1772934020128.2632,0.0049,-0.0568,-0.9759,2.52,-5.145,-1.347
1772934020128.2632,0.0024,-0.057,-0.9781,2.572,-5.224,-1.304
1772934020128.2632,0.0073,-0.058,-0.9792,2.45,-5.084,-1.426
1772934020128.2632,0.0048,-0.0577,-0.9755,2.362,-5.171,-1.391
1772934020128.2632,0.0024,-0.0577,-0.9752,2.24,-5.119,-1.278
1772934020128.2632,0.0054,-0.0586,-0.9778,2.467,-5.311,-1.286
1772934020128.2632,0.0026,-0.0603,-0.978,2.433,-5.346,-1.339
1772934020144.364,0.0059,-0.0606,-0.9772,2.485,-5.46,-1.558
1772934020144.364,0.0055,-0.0568,-0.9756,2.38,-5.303,-1.374
1772934020144.364,0.007,-0.0567,-0.9756,2.345,-5.372,-1.094
1772934020144.364,0.0067,-0.0545,-0.9797,2.572,-5.434,-1.409
1772934020144.364,0.0088,-0.0562,-0.978,2.59,-5.276,-1.383
1772934020144.364,0.003,-0.0564,-0.9758,2.59,-5.224,-1.295
1772934020144.364,0.0047,-0.0558,-0.9758,2.52,-5.346,-1.435
1772934020144.364,0.0042,-0.0562,-0.9777,2.599,-5.46,-1.531
1772934020144.364,0.0093,-0.0563,-0.978,2.572,-5.241,-1.505
1772934020144.364,0.0067,-0.057,-0.9775,2.538,-5.381,-1.374
1772934020144.364,0.0084,-0.0565,-0.9751,2.581,-5.451,-1.461
1772934020144.364,0.007,-0.0576,-0.9783,2.94,-5.224,-1.365
1772934020144.364,0.0085,-0.0572,-0.9782,3.045,-5.259,-1.732
1772934020160.1477,0.0104,-0.0591,-0.978,3.36,-5.346,-1.741
1772934020160.1477,0.0103,-0.0581,-0.9762,3.115,-5.513,-1.54
1772934020160.1477,0.0097,-0.0613,-0.9767,3.08,-5.399,-1.68
1772934020160.1477,0.0106,-0.0602,-0.9783,3.027,-5.416,-1.444
1772934020160.1477,0.0103,-0.0619,-0.9789,3.167,-5.232,-1.347
1772934020160.1477,0.0098,-0.0587,-0.982,2.888,-5.04,-1.251
1772934020160.1477,0.0102,-0.0605,-0.9789,3.01,-5.101,-1.286
1772934020160.1477,0.0113,-0.0565,-0.9805,3.229,-5.25,-1.234
1772934020160.1477,0.0084,-0.0575,-0.9803,3.071,-5.268,-1.216
1772934020160.1477,0.0087,-0.0567,-0.9821,3.369,-5.18,-1.251
1772934020160.1477,0.0086,-0.0557,-0.9812,3.553,-5.39,-1.409
1772934020160.1477,0.0105,-0.0547,-0.9793,3.342,-5.303,-1.417
1772934020160.1477,0.0124,-0.0556,-0.9826,3.29,-5.25,-1.391
1772934020175.088,0.0093,-0.0565,-0.9811,3.342,-5.145,-1.295
1772934020175.088,0.009,-0.0565,-0.9837,3.518,-5.285,-1.33
1772934020175.088,0.0103,-0.0567,-0.9859,3.605,-5.451,-1.479
1772934020175.088,0.0101,-0.0554,-0.9837,4.077,-5.626,-1.593
1772934020175.088,0.0104,-0.0536,-0.9845,4.322,-5.451,-1.61
1772934020175.088,0.0106,-0.0524,-0.9851,4.218,-5.434,-1.75
1772934020175.088,0.0096,-0.0542,-0.9859,4.34,-5.539,-1.846
1772934020175.088,0.0101,-0.0558,-0.9866,4.699,-5.425,-1.636
1772934020175.088,0.01,-0.0538,-0.9843,4.804,-5.381,-1.75
1772934020175.088,0.0113,-0.0547,-0.9859,4.996,-5.644,-1.951
1772934020175.088,0.012,-0.0566,-0.9839,5.162,-5.574,-2.065
1772934020175.088,0.011,-0.0555,-0.9837,5.197,-5.696,-2.205
1772934020190.3535,0.0142,-0.0575,-0.9837,4.996,-5.513,-2.292
1772934020190.3535,0.0146,-0.0579,-0.9828,5.162,-5.749,-2.083
1772934020190.3535,0.0148,-0.0586,-0.9835,5.04,-5.985,-2.152
1772934020190.3535,0.0146,-0.0588,-0.9833,5.005,-5.95,-1.934
1772934020190.3535,0.0171,-0.0582,-0.9836,4.961,-5.81,-1.986
1772934020190.3535,0.0152,-0.0595,-0.9843,5.215,-5.801,-1.96
1772934020190.3535,0.017,-0.0595,-0.9823,4.786,-5.941,-1.986
1772934020190.3535,0.0169,-0.057,-0.9829,4.506,-5.889,-1.907
1772934020190.3535,0.0158,-0.0579,-0.9833,4.253,-5.968,-2.126
1772934020190.3535,0.0167,-0.0565,-0.9837,4.253,-6.282,-1.942
1772934020190.3535,0.0174,-0.0562,-0.9815,4.095,-6.02,-1.907
1772934020190.3535,0.0146,-0.0569,-0.9824,3.973,-6.134,-1.768
1772934020205.9956,0.0136,-0.0581,-0.9803,3.92,-6.405,-1.627
1772934020205.9956,0.0159,-0.0573,-0.9794,3.964,-6.335,-1.75
1772934020205.9956,0.0151,-0.0567,-0.9789,3.92,-6.064,-1.584
1772934020205.9956,0.0148,-0.0573,-0.98,3.719,-6.107,-1.654
1772934020205.9956,0.0128,-0.0572,-0.9777,3.841,-6.02,-1.741
1772934020205.9956,0.014,-0.0585,-0.9819,3.763,-6.335,-1.802
1772934020205.9956,0.0142,-0.0592,-0.9804,3.771,-6.449,-1.873
1772934020205.9956,0.0134,-0.0607,-0.9793,3.666,-6.143,-1.759
1772934020205.9956,0.0138,-0.0603,-0.9792,3.587,-6.379,-1.881
1772934020205.9956,0.0121,-0.0578,-0.9795,3.587,-6.414,-1.671
1772934020205.9956,0.0123,-0.0587,-0.9805,3.5,-6.213,-1.925
1772934020205.9956,0.014,-0.059,-0.9814,3.325,-6.116,-1.916
1772934020205.9956,0.0144,-0.0594,-0.9823,3.211,-6.064,-1.715
1772934020221.5425,0.013,-0.0566,-0.9801,3.57,-6.099,-1.636
1772934020221.5425,0.0119,-0.0569,-0.9821,3.316,-5.906,-1.864
1772934020221.5425,0.0136,-0.0575,-0.9809,3.272,-6.003,-1.925
1772934020221.5425,0.0116,-0.0577,-0.9794,3.01,-5.749,-1.89
1772934020221.5425,0.0122,-0.0586,-0.9809,3.054,-5.836,-1.881
1772934020221.5425,0.01,-0.0596,-0.9786,3.29,-6.037,-2.047
1772934020221.5425,0.0071,-0.0561,-0.981,3.237,-5.827,-2.188
1772934020221.5425,0.0109,-0.0556,-0.9794,3.167,-5.941,-2.188
1772934020221.5425,0.0077,-0.0568,-0.9778,3.211,-5.845,-2.118
1772934020221.5425,0.0084,-0.057,-0.9819,3.413,-5.793,-2.1
1772934020221.5425,0.0083,-0.0596,-0.9809,3.211,-6.029,-2.284
1772934020221.5425,0.0093,-0.059,-0.9804,3.115,-5.819,-2.45
1772934020221.5425,0.0093,-0.0596,-0.9787,3.36,-5.731,-2.345
1772934020236.8638,0.0115,-0.0594,-0.98,3.229,-5.486,-2.205
1772934020236.8638,0.0065,-0.061,-0.9798,3.229,-5.486,-2.231
1772934020236.8638,0.0096,-0.0618,-0.9784,3.334,-5.609,-2.319
1772934020236.8638,0.0062,-0.0619,-0.9771,3.272,-5.696,-2.257
1772934020236.8638,0.0085,-0.0631,-0.9758,3.255,-5.469,-2.1
1772934020236.8638,0.0056,-0.0622,-0.979,3.159,-5.591,-2.17
1772934020236.8638,0.007,-0.0637,-0.9781,3.071,-5.521,-2.249
1772934020236.8638,0.0061,-0.0637,-0.9797,3.167,-5.486,-2.1
1772934020236.8638,0.0038,-0.0651,-0.9772,2.817,-5.346,-2.118
1772934020236.8638,0.0069,-0.0653,-0.9772,3.106,-5.434,-2.109
1772934020236.8638,0.0044,-0.0658,-0.975,3.001,-5.591,-2.047
1772934020236.8638,0.006,-0.0656,-0.9773,3.159,-5.364,-2.1
1772934020252.1765,0.0034,-0.0645,-0.977,3.159,-5.451,-1.978
1772934020252.1765,0.0029,-0.0651,-0.9774,3.325,-5.285,-1.978
1772934020252.1765,0.0034,-0.066,-0.9769,3.299,-5.372,-1.995
1772934020252.1765,0.0051,-0.0671,-0.9777,2.975,-5.189,-1.925
1772934020252.1765,0.0032,-0.0659,-0.9769,3.036,-5.241,-1.645
1772934020252.1765,0.0056,-0.0653,-0.9771,2.984,-5.276,-1.855
1772934020252.1765,0.0028,-0.0673,-0.9795,3.045,-5.136,-1.881
1772934020252.1765,0.0041,-0.0641,-0.9745,3.211,-4.856,-1.715
1772934020252.1765,0.0041,-0.0667,-0.9773,3.001,-4.865,-1.916
1772934020252.1765,0.0041,-0.0642,-0.9769,2.8,-4.952,-1.864
1772934020252.1765,0.0043,-0.0647,-0.9781,2.87,-4.83,-1.759
1772934020252.1765,0.0033,-0.0636,-0.977,2.844,-4.9,-1.724
1772934020252.1765,0.0037,-0.0651,-0.9763,2.73,-4.952,-1.636
1772934020267.9824,0.0013,-0.0611,-0.9756,2.599,-4.874,-1.479
1772934020267.9824,0.0045,-0.0644,-0.9775,2.607,-4.979,-1.452
1772934020267.9824,0.0048,-0.0621,-0.9746,2.546,-4.874,-1.619
1772934020267.9824,0.0047,-0.0626,-0.9781,2.564,-4.673,-1.575
1772934020267.9824,0.0018,-0.0644,-0.9759,2.45,-4.725,-1.488
1772934020267.9824,0.0052,-0.0637,-0.9749,2.45,-4.777,-1.426
1772934020267.9824,0.0055,-0.0645,-0.9765,2.275,-4.445,-1.479
1772934020267.9824,0.0036,-0.0647,-0.9771,2.214,-4.62,-1.33
1772934020267.9824,0.0057,-0.0623,-0.9758,2.389,-4.646,-1.295
1772934020267.9824,0.006,-0.0622,-0.9766,2.266,-4.821,-1.269
1772934020267.9824,0.0051,-0.0617,-0.9775,2.31,-4.664,-1.251
1772934020267.9824,0.0041,-0.0604,-0.9784,2.354,-4.76,-1.391
1772934020267.9824,0.0035,-0.0581,-0.9778,1.986,-4.839,-1.269
1772934020283.522,0.0051,-0.0587,-0.9778,1.829,-4.489,-1.05
1772934020283.522,0.0055,-0.0581,-0.978,2.021,-4.603,-1.015
1772934020283.522,0.0057,-0.0603,-0.9759,2.292,-4.497,-1.05
1772934020283.522,0.0048,-0.059,-0.9742,2.196,-4.69,-1.137
1772934020283.522,0.0052,-0.0586,-0.9759,2.161,-4.62,-1.164
1772934020283.522,0.0035,-0.0591,-0.9755,2.292,-4.725,-1.181
1772934020283.522,0.0041,-0.0631,-0.9775,2.328,-4.883,-1.216
1772934020283.522,0.0047,-0.0611,-0.975,2.161,-4.804,-1.12
1772934020283.522,0.0029,-0.0609,-0.9766,2.205,-4.707,-1.216
1772934020283.522,0.0057,-0.0587,-0.9777,2.275,-4.935,-1.295
1772934020283.522,0.004,-0.0605,-0.9772,2.214,-4.987,-1.111
1772934020283.522,0.0039,-0.0589,-0.9759,2.17,-4.9,-1.181
1772934020298.866,0.0045,-0.06,-0.9783,2.257,-4.883,-1.146
1772934020298.866,0.0039,-0.0589,-0.9771,2.354,-4.629,-1.137
1772934020298.866,0.0036,-0.0608,-0.9772,2.441,-4.821,-1.26
1772934020298.866,0.0042,-0.0573,-0.9789,2.301,-4.865,-1.111
1772934020298.866,0.0047,-0.0595,-0.9819,2.328,-4.812,-1.155
1772934020298.866,0.0057,-0.0582,-0.979,2.257,-4.594,-1.365
1772934020298.866,0.0047,-0.0595,-0.9783,2.485,-4.804,-1.19
1772934020298.866,0.0073,-0.0602,-0.9765,2.52,-4.795,-1.041
