Timestamp_ms,RawADC,Voltage_mV
499554.0,1478.0,1371.0
499557.0,1480.0,1372.0
499560.0,1479.0,1371.0
499563.0,1478.0,1371.0
499566.0,1479.0,1371.0
499569.0,1480.0,1372.0
499572.0,1481.0,1373.0
499575.0,1482.0,1374.0
499578.0,1485.0,1376.0
499581.0,1486.0,1377.0
499584.0,1488.0,1379.0
499587.0,1489.0,1380.0
499590.0,1490.0,1381.0
499593.0,1490.0,1381.0
499596.0,1488.0,1379.0
499599.0,1488.0,1379.0
499602.0,1487.0,1378.0
499604.0,1488.0,1379.0
499607.0,1487.0,1378.0
499610.0,1489.0,1380.0
499613.0,1490.0,1381.0
499616.0,1491.0,1381.0
499619.0,1492.0,1382.0
499622.0,1493.0,1383.0
499625.0,1490.0,1381.0
499628.0,1489.0,1380.0
499631.0,1489.0,1380.0
499634.0,1491.0,1381.0
499637.0,1492.0,1382.0
499640.0,1494.0,1384.0
499643.0,1498.0,1387.0
499646.0,1500.0,1389.0
499649.0,1502.0,1391.0
499652.0,1502.0,1391.0
499655.0,1503.0,1391.0
499658.0,1504.0,1392.0
499660.0,1506.0,1394.0
499663.0,1507.0,1395.0
499666.0,1507.0,1395.0
499669.0,1505.0,1393.0
499672.0,1500.0,1389.0
499675.0,1496.0,1386.0
499678.0,1495.0,1385.0
499681.0,1498.0,1387.0
499684.0,1501.0,1390.0
499687.0,1503.0,1391.0
499690.0,1504.0,1392.0
499693.0,1503.0,1391.0
499696.0,1503.0,1391.0
499699.0,1501.0,1390.0
499702.0,1501.0,1390.0
499705.0,1503.0,1391.0
499708.0,1504.0,1392.0
499711.0,1505.0,1393.0
499713.0,1504.0,1392.0
499716.0,1504.0,1392.0
499719.0,1504.0,1392.0
499722.0,1507.0,1395.0
499725.0,1507.0,1395.0
499728.0,1506.0,1394.0
499731.0,1506.0,1394.0
499734.0,1507.0,1395.0
499737.0,1510.0,1397.0
499740.0,1513.0,1400.0
499743.0,1513.0,1400.0
499746.0,1513.0,1400.0
499749.0,1514.0,1401.0
499752.0,1514.0,1401.0
499755.0,1515.0,1401.0
499758.0,1515.0,1401.0
499761.0,1514.0,1401.0
499764.0,1515.0,1401.0
499767.0,1515.0,1401.0
499769.0,1514.0,1401.0
499772.0,1517.0,1403.0
499775.0,1519.0,1405.0
499778.0,1518.0,1404.0
499781.0,1519.0,1405.0
499784.0,1519.0,1405.0
499787.0,1521.0,1406.0
499790.0,1522.0,1407.0
499793.0,1522.0,1407.0
499796.0,1520.0,1406.0
499799.0,1520.0,1406.0
499802.0,1520.0,1406.0
499805.0,1519.0,1405.0
499808.0,1519.0,1405.0
499811.0,1519.0,1405.0
499814.0,1519.0,1405.0
499817.0,1519.0,1405.0
499820.0,1519.0,1405.0
499822.0,1519.0,1405.0
499825.0,1519.0,1405.0
499828.0,1519.0,1405.0
499831.0,1520.0,1406.0
499834.0,1522.0,1407.0
499837.0,1526.0,1411.0
499840.0,1527.0,1411.0
499843.0,1527.0,1411.0
499846.0,1529.0,1413.0
499849.0,1529.0,1413.0
499852.0,1532.0,1416.0
499855.0,1534.0,1417.0
499858.0,1534.0,1417.0
499861.0,1534.0,1417.0
499864.0,1534.0,1417.0
499867.0,1535.0,1418.0
499870.0,1535.0,1418.0
499873.0,1535.0,1418.0
499876.0,1537.0,1420.0
499878.0,1535.0,1418.0
499881.0,1537.0,1420.0
499884.0,1542.0,1424.0
499887.0,1548.0,1429.0
499890.0,1550.0,1430.0
499893.0,1555.0,1435.0
499896.0,1554.0,1434.0
499899.0,1556.0,1435.0
499902.0,1556.0,1435.0
499905.0,1556.0,1435.0
499908.0,1556.0,1435.0
499911.0,1553.0,1433.0
499914.0,1554.0,1434.0
499917.0,1560.0,1439.0
499920.0,1561.0,1440.0
499923.0,1560.0,1439.0
499926.0,1562.0,1440.0
499929.0,1563.0,1441.0
499931.0,1563.0,1441.0
499934.0,1563.0,1441.0
499937.0,1565.0,1443.0
499940.0,1568.0,1445.0
499943.0,1571.0,1448.0
499946.0,1572.0,1449.0
499949.0,1574.0,1450.0
499952.0,1576.0,1452.0
499955.0,1574.0,1450.0
499958.0,1575.0,1451.0
499961.0,1576.0,1452.0
499964.0,1580.0,1455.0
499967.0,1581.0,1456.0
499970.0,1582.0,1457.0
499973.0,1580.0,1455.0
499976.0,1579.0,1455.0
499979.0,1580.0,1455.0
499982.0,1581.0,1456.0
499984.0,1580.0,1455.0
499987.0,1582.0,1457.0
499990.0,1581.0,1456.0
499993.0,1582.0,1457.0
499996.0,1583.0,1458.0
499999.0,1584.0,1459.0
500002.0,1584.0,1459.0
500010.0,1584.0,1459.0
500013.0,1587.0,1461.0
500016.0,1589.0,1463.0
500018.0,1589.0,1463.0
500021.0,1586.0,1460.0
500024.0,1583.0,1458.0
500027.0,1584.0,1459.0
500030.0,1585.0,1460.0
500033.0,1586.0,1460.0
500036.0,1586.0,1460.0
500039.0,1588.0,1462.0
500042.0,1589.0,1463.0
500045.0,1590.0,1464.0
500048.0,1589.0,1463.0
500051.0,1588.0,1462.0
500054.0,1586.0,1460.0
500057.0,1585.0,1460.0
500060.0,1584.0,1459.0
500063.0,1585.0,1460.0
500066.0,1586.0,1460.0
500069.0,1587.0,1461.0
500071.0,1589.0,1463.0
500074.0,1592.0,1465.0
500077.0,1592.0,1465.0
500080.0,1593.0,1466.0
500083.0,1595.0,1468.0
500086.0,1597.0,1470.0
500089.0,1596.0,1469.0
500092.0,1598.0,1470.0
500095.0,1598.0,1470.0
500098.0,1596.0,1469.0
500101.0,1595.0,1468.0
500104.0,1594.0,1467.0
500107.0,1595.0,1468.0
500110.0,1598.0,1470.0
500113.0,1599.0,1471.0
500116.0,1598.0,1470.0
500119.0,1600.0,1472.0
500122.0,1605.0,1476.0
500125.0,1607.0,1478.0
500127.0,1608.0,1479.0
500130.0,1610.0,1480.0
500133.0,1612.0,1482.0
500136.0,1613.0,1483.0
500139.0,1611.0,1481.0
500142.0,1610.0,1480.0
500145.0,1606.0,1477.0
500148.0,1605.0,1476.0
500151.0,1607.0,1478.0
500154.0,1607.0,1478.0
500157.0,1607.0,1478.0
500160.0,1608.0,1479.0
500163.0,1611.0,1481.0
500166.0,1609.0,1480.0
500169.0,1610.0,1480.0
500172.0,1609.0,1480.0
500175.0,1606.0,1477.0
500178.0,1607.0,1478.0
500180.0,1607.0,1478.0
500183.0,1608.0,1479.0
500186.0,1610.0,1480.0
500189.0,1610.0,1480.0
500192.0,1610.0,1480.0
500195.0,1613.0,1483.0
500198.0,1613.0,1483.0
500201.0,1614.0,1484.0
500204.0,1616.0,1485.0
500207.0,1616.0,1485.0
500210.0,1616.0,1485.0
500213.0,1619.0,1488.0
500216.0,1621.0,1489.0
500219.0,1621.0,1489.0
500222.0,1622.0,1490.0
500225.0,1624.0,1492.0
500228.0,1623.0,1491.0
500231.0,1622.0,1490.0
500233.0,1621.0,1489.0
500236.0,1620.0,1489.0
500239.0,1620.0,1489.0
500242.0,1618.0,1487.0
500245.0,1617.0,1486.0
500248.0,1617.0,1486.0
500251.0,1619.0,1488.0
500254.0,1624.0,1492.0
500257.0,1626.0,1494.0
500260.0,1628.0,1495.0
500263.0,1628.0,1495.0
500266.0,1628.0,1495.0
500269.0,1627.0,1494.0
500272.0,1626.0,1494.0
500275.0,1624.0,1492.0
500278.0,1624.0,1492.0
500281.0,1622.0,1490.0
500284.0,1621.0,1489.0
500286.0,1619.0,1488.0
500289.0,1620.0,1489.0
500292.0,1618.0,1487.0
500295.0,1619.0,1488.0
500298.0,1618.0,1487.0
500301.0,1619.0,1488.0
500304.0,1621.0,1489.0
500307.0,1621.0,1489.0
500310.0,1624.0,1492.0
500313.0,1624.0,1492.0
500316.0,1626.0,1494.0
500319.0,1628.0,1495.0
500322.0,1628.0,1495.0
